ua_1,ua_2,year,relatedness
12,17,1991,0.25946240164620865
12,17,1996,0.3333426039220343
12,17,2001,0.3925361975954972
12,17,2006,0.4349683752481185
12,17,2013,0.5297953712597762
12,18,1981,0.5892293148574775
12,18,1986,0.5087993992949559
12,18,1991,0.32990833947019654
12,18,1996,0.2782506409179428
12,18,2001,0.2751575937701185
12,18,2006,0.2813699659908281
12,18,2013,0.3191422749920638
12,19,1981,0.5938533170851986
12,19,1986,0.4644927864969853
12,19,1991,0.32765489956837623
12,19,1996,0.324752178278519
12,19,2001,0.3214220493641829
12,19,2006,0.34682707325794615
12,19,2013,0.4662463437948542
12,20,1981,0.35228086959762306
12,20,1986,0.3140230973984627
12,20,1991,0.31051939996447186
12,20,1996,0.28976757952751864
12,20,2001,0.23123141731448382
12,20,2006,0.19256075157219227
12,20,2013,0.1876698269933022
12,21,1981,0.4554443139072593
12,21,1986,0.6992294047412528
12,21,1991,0.7872919198861693
12,21,1996,0.876651741889936
12,21,2001,0.8414515697714384
12,21,2006,0.8240527820717163
12,21,2013,0.814471211755481
12,22,1981,0.5609202971864828
12,22,1986,0.5492441081819782
12,22,1991,0.6099301044784451
12,22,1996,0.6037030647364406
12,22,2001,0.6783419024359734
12,22,2006,0.7520520812046085
12,22,2013,0.529932683452153
12,23,1981,0.3696506150378216
12,23,1986,0.3851980445298263
12,23,1991,0.4462832083644915
12,23,1996,0.43526467468451147
12,23,2001,0.5092986781408043
12,23,2006,0.5557331248679439
12,23,2013,0.681832877895862
12,24,1981,0.5663336958191284
12,24,1986,0.5927313454794125
12,24,1991,0.5218565254271043
12,24,1996,0.6019415728556207
12,24,2001,0.5889392933164806
12,24,2006,0.6996936830325666
12,24,2013,0.7447201885347101
12,25,1981,0.18733743991503882
12,25,1986,0.18651379256032824
12,25,1991,0.28576225657037274
12,25,1996,0.3443298610973786
12,25,2001,0.42683441026731384
12,25,2006,0.4276107593865199
12,25,2013,0.5486624503196326
12,26,1981,0.33788492513579055
12,26,1986,0.38727404035183965
12,26,1991,0.6652512562914561
12,26,1996,0.8844949340317978
12,26,2001,0.8578537218057156
12,26,2006,0.8621485472652687
12,26,2013,0.7233295304239303
12,101,1981,0.4435751199741885
12,101,1986,0.5378621423247795
12,101,1991,0.6589785025125848
12,101,1996,0.7407249281430328
12,101,2001,0.6955496113009787
12,101,2006,0.770400071183835
12,101,2013,0.6997663642296356
12,102,1981,0.7374576677878123
12,102,1986,0.7669694032565604
12,102,1991,0.65097468192506025
12,102,1996,0.5230352034827841
12,102,2001,0.6174993606762914
12,102,2006,0.6077191737384845
12,102,2013,0.7325885170325924
12,103,1981,0.3251561826892376
12,103,1986,0.3101719744383029
12,103,1991,0.38717207784493635
12,103,1996,0.42574177473066244
12,103,2001,0.57477089794354
12,103,2006,0.6297035536487099
12,103,2013,0.6241079647257061
12,104,1981,0.3973928815622166
12,104,1986,0.4788789876879961
12,104,1991,0.5237294708697866
12,104,1996,0.5139179532852551
12,104,2001,0.6310953605878176
12,104,2006,0.6255720020907707
12,104,2013,0.7732473292521045
12,105,1981,0.24375107492894094
12,105,1986,0.261315777861023
12,105,1991,0.34815419333790576
12,105,1996,0.41682349865741003
12,105,2001,0.490317796290405
12,105,2006,0.5686637465507781
12,105,2013,0.6337543214938144
12,106,1981,0.31003339150412823
12,106,1986,0.2646958252751729
12,106,1991,0.37955019032785997
12,106,1996,0.4191844326761329
12,106,2001,0.5201683685268863
12,106,2006,0.5533584783677936
12,106,2013,0.6771498249258536
12,107,1981,0.33185089965264036
12,107,1986,0.3339737747211141
12,107,1991,0.5715624166651506
12,107,1996,0.629871789261186
12,107,2001,0.7262398308690489
12,107,2006,0.6854134471372113
12,107,2013,0.7945860225425623
12,109,1981,0.26358195886296454
12,109,1986,0.2841971828125217
12,109,1991,0.36637045244182376
12,109,1996,0.44160524330836165
12,109,2001,0.556449271688603
12,109,2006,0.6327604998115898
12,109,2013,0.7456952120524806
12,111,1981,0.4487774536129615
12,111,1986,0.22152264250069886
12,111,1991,0.36890445132905825
12,111,1996,0.3827058441348056
12,111,2001,0.489042904455409
12,111,2006,0.5471112355367815
12,111,2013,0.6369659556221229
12,112,1981,0.2887861161177757
12,112,1986,0.30119016165971113
12,112,1991,0.4509287835849557
12,112,1996,0.46191272109576703
12,112,2001,0.5246709439642814
12,112,2006,0.5541535014107266
12,112,2013,0.6000277986564617
12,113,1981,0.4917715672774339
12,113,1986,0.5090507504866207
12,113,1991,0.449088327999045
12,113,1996,0.48212851066846796
12,113,2001,0.5886757618843897
12,113,2006,0.6294172478265995
12,113,2013,0.704606112476871
12,114,1981,0.38917335290382016
12,114,1986,0.4016237593274225
12,114,1991,0.4666925137692846
12,114,1996,0.5610600282731517
12,114,2001,0.5950628853837684
12,114,2006,0.6224028191503944
12,114,2013,0.6698755477781816
12,116,1981,0.2609928812634311
12,116,1986,0.24520058991626764
12,116,1991,0.3927080866838324
12,116,1996,0.4291912980662982
12,116,2001,0.5128481398758112
12,116,2006,0.5480253231870852
12,116,2013,0.6116126253631757
12,117,1981,0.24660389653066805
12,117,1986,0.2063879846275139
12,117,1991,0.3113058904882104
12,117,1996,0.2844531806335692
12,117,2001,0.4867729997617453
12,117,2006,0.5481798854505386
12,117,2013,0.5072528706340056
12,217,1981,0.3462711530584994
12,217,1986,0.523049591320214
12,217,1991,0.3586529749548916
12,217,1996,0.4100886153270693
12,217,2001,0.5380577412771049
12,217,2006,0.5939377121558891
12,217,2013,0.6846933626696725
12,226,1981,0.21929745586406768
12,226,1986,0.13796106387920404
12,226,1991,0.26155293502478805
12,226,1996,0.24260595855574557
12,226,2001,0.35554227145594186
12,226,2006,0.46088307758310887
12,226,2013,0.6517851731498094
12,231,1981,0.18958212175126216
12,231,1986,0.18318761828781382
12,231,1991,0.38259673253912174
12,231,1996,0.47167369163736217
12,231,2001,0.521244155738287
12,231,2006,0.4993007543841103
12,231,2013,0.601406037254012
12,232,1981,0.15136335625014163
12,232,1986,0.16604182272300838
12,232,1991,0.34740988837263775
12,232,1996,0.38160950552909034
12,232,2001,0.45444934298615425
12,232,2006,0.5068875562052023
12,232,2013,0.6025223420871101
12,235,1981,0.5240301640792229
12,235,1986,0.5598090120287141
12,235,1991,0.6806762020817625
12,235,1996,0.7071503338467879
12,235,2001,0.746739875300006
12,235,2006,0.7215709732932306
12,235,2013,0.8026436228189424
12,245,1981,0.24970263455523467
12,245,1986,0.33580956558056674
12,245,1991,0.3304638312421489
12,245,1996,0.48237884177083273
12,245,2001,0.5896678214180638
12,245,2006,0.6226069305189202
12,245,2013,0.716760408069246
12,249,1981,0.1887228422312704
12,249,1986,0.19513605671178508
12,249,1991,0.30609086184923395
12,249,1996,0.41405222199437614
12,249,2001,0.5432822924305091
12,249,2006,0.5707410962845164
12,249,2013,0.7153854241402315
12,273,1981,0.48827640488050555
12,273,1986,0.5643221746154509
12,273,1991,0.8041465852987337
12,273,1996,0.8355750848794536
12,273,2001,0.8203987311630212
12,273,2006,0.7879944335180491
12,273,2013,0.7694702355026914
12,290,1981,0.30562048117085955
12,290,1986,0.37364715586238495
12,290,1991,0.41400015414193747
12,290,1996,0.49203175842381697
12,290,2001,0.5727121381931204
12,290,2006,0.68332921340668
12,290,2013,0.6746377433783148
12,301,1981,0.3629816917683403
12,301,1986,0.37967571017051593
12,301,1991,0.4270049894292932
12,301,1996,0.4715995545469057
12,301,2001,0.509341656487293
12,301,2006,0.5613745392941902
12,301,2013,0.6405786888867318
13,1,1981,0.5325302023922744
13,1,1986,0.45168232988482276
13,1,1991,0.5182955489755603
13,1,1996,0.5052547692817977
13,1,2001,0.489783807610458
13,1,2006,0.5446031724579208
13,1,2013,0.5714856882176409
13,2,1981,0.22256724692236185
13,2,1986,0.22932503038764507
13,2,1991,0.26773200411100223
13,2,1996,0.3041225283213592
13,2,2001,0.33291257323931966
13,2,2006,0.3428728685000393
13,2,2013,0.3251224121595871
13,3,1981,0.3479908265218046
13,3,1986,0.3800261132157181
13,3,1991,0.4410412180060003
13,3,1996,0.5091602207810777
13,3,2001,0.5224378225293608
13,3,2006,0.5780261825128148
13,3,2013,0.5499984481352876
13,4,1981,0.18253130480638374
13,4,1986,0.1811310169163951
13,4,1991,0.2633125816652778
13,4,1996,0.318308747760359
13,4,2001,0.31913084396676994
13,4,2006,0.30233217016258307
13,4,2013,0.29436935106767653
13,5,1981,0.33061142048735354
13,5,1986,0.33049009999697726
13,5,1991,0.41805812006404275
13,5,1996,0.47156892510514514
13,5,2001,0.5334484101541698
13,5,2006,0.5963040441588834
13,5,2013,0.6027959800858216
13,6,1981,0.5509172140230235
13,6,1986,0.5202260993533755
13,6,1991,0.47983193334298446
13,6,1996,0.47444889972794113
13,6,2001,0.4661544299055801
13,6,2006,0.4899246699348167
13,6,2013,0.6006273025978115
13,7,1981,0.7913644564326952
13,7,1986,0.7670430087410713
13,7,1991,0.6755147623463467
13,7,1996,0.5895550558887697
13,7,2001,0.5597022410596019
13,7,2006,0.5100311994058304
13,7,2013,0.6030161050850993
13,8,1981,0.6251013405367891
13,8,1986,0.6593592160809881
13,8,1991,0.5834973088485411
13,8,1996,0.5236790392506768
13,8,2001,0.5232881741391016
13,8,2006,0.5624706447722991
13,8,2013,0.6038423952940831
13,9,1981,0.7123710930611226
13,9,1986,0.8126545704681616
13,9,1991,0.8184499975971566
13,9,1996,0.762470937454428
13,9,2001,0.736576175840967
13,9,2006,0.682546124411128
13,9,2013,0.7297751198083136
13,10,1981,0.4390263678364846
13,10,1986,0.3581260747952897
13,10,1991,0.3887837817143909
13,10,1996,0.38353548520559266
13,10,2001,0.4085235978930752
13,10,2006,0.4584704470300052
13,10,2013,0.5227015022612406
13,11,1981,0.8700490220350967
13,11,1986,0.8900557661950889
13,11,1991,0.7587598262880353
13,11,1996,0.8131751676528656
13,11,2001,0.8369223760251744
13,11,2006,0.7760024424113638
13,11,2013,0.7900446386640867
13,12,1981,0.5476683167327182
13,12,1986,0.6061003129606933
13,12,1991,0.7890856749224756
13,12,1996,0.8993742100375592
13,12,2001,0.8751255785507545
13,12,2006,0.8543529915529424
13,12,2013,0.8495522879081139
13,13,1981,0.9999999999999997
13,13,1986,1
13,13,1991,0.9999999999999998
13,13,1996,1
13,13,2001,0.9999999999999999
13,13,2006,0.9999999999999998
13,13,2013,0.9999999999999996
13,14,1981,0.42886030371897566
13,14,1986,0.3791844223131962
13,14,1991,0.42348600906372136
13,14,1996,0.41847338028346254
13,14,2001,0.45980004238367034
13,14,2006,0.49605869877522785
13,14,2013,0.5857500622869374
13,15,1981,0.7025859847125572
13,15,1986,0.7309876586578433
13,15,1991,0.6124561730628129
13,15,1996,0.5173451601780773
13,15,2001,0.5953040439177754
13,15,2006,0.5929048040920719
13,15,2013,0.6375286306266716
13,16,1981,0.5810307598626688
13,16,1986,0.5867014271915241
13,16,1991,0.47851976343540814
13,16,1996,0.4523994815812275
13,16,2001,0.46146129186416257
13,16,2006,0.5060574408175826
13,16,2013,0.5398625922859852
13,17,1981,0.32718660832625146
13,17,1986,0.3245743283202873
13,17,1991,0.3748951625212582
13,17,1996,0.3612324710706254
13,17,2001,0.39063844855641106
13,17,2006,0.4220419465796172
13,17,2013,0.46742348867574746
13,18,1981,0.22782601970749028
13,18,1986,0.18970959595153247
13,18,1991,0.27036294816786777
13,18,1996,0.28250198479312216
13,18,2001,0.29756437060713753
13,18,2006,0.307344356468801
13,18,2013,0.3063798247980851
13,19,1981,0.2514809310878754
13,19,1986,0.27322150279308166
13,19,1991,0.34227362254521054
13,19,1996,0.36287323846371056
13,19,2001,0.34882996573855174
13,19,2006,0.4064761867138696
13,19,2013,0.4394829658564636
13,20,1981,0.338425341347393
13,20,1986,0.355532054231827
13,20,1991,0.3242204654994885
13,20,1996,0.32876318712311114
13,20,2001,0.3025205070151026
13,20,2006,0.26825873172532666
13,20,2013,0.2695803440621046
13,21,1981,0.8102884122993438
13,21,1986,0.796095899867125
13,21,1991,0.8504352057354323
13,21,1996,0.8152704661310555
13,21,2001,0.8681487394797541
13,21,2006,0.807952914708272
13,21,2013,0.7783241043220414
13,22,1981,0.29125654111717186
13,22,1986,0.33864679050470115
13,22,1991,0.41202911167138667
13,22,1996,0.4410208180493823
13,22,2001,0.48567570908307794
13,22,2006,0.5507944125031186
13,22,2013,0.4732294197129288
13,23,1981,0.44654891770514654
13,23,1986,0.49308575689590717
13,23,1991,0.4576296202561182
13,23,1996,0.42286410930497265
13,23,2001,0.4564508661218876
13,23,2006,0.4963069558360504
13,23,2013,0.5130099444471405
13,24,1981,0.7619010757401716
13,24,1986,0.7232533063417355
13,24,1991,0.649437657726984
13,24,1996,0.5155881751820758
13,24,2001,0.620823869644832
13,24,2006,0.6701339265251498
13,24,2013,0.7126670103197372
13,25,1981,0.49877892337771856
13,25,1986,0.496962672074095
13,25,1991,0.41820702988222214
13,25,1996,0.4475975743602244
13,25,2001,0.38647751031810296
13,25,2006,0.37918651597266534
13,25,2013,0.4189739643354978
13,26,1981,0.6797298543756694
13,26,1986,0.6965186708274462
13,26,1991,0.7480518201153825
13,26,1996,0.8670047201229827
13,26,2001,0.9022897597903365
13,26,2006,0.8712924721940443
13,26,2013,0.80147787103518775
13,101,1981,0.8340710197802996
13,101,1986,0.8411694047806796
13,101,1991,0.8527900314943109
13,101,1996,0.8775141742398365
13,101,2001,0.8094170885383323
13,101,2006,0.8026178309845092
13,101,2013,0.7514163615483096
13,102,1981,0.3571393947012894
13,102,1986,0.382039409631655
13,102,1991,0.4865947196676085
13,102,1996,0.5089276714840442
13,102,2001,0.5381546489532084
13,102,2006,0.5724537263475913
13,102,2013,0.5903800087735189
13,103,1981,0.6133301985363724
13,103,1986,0.5507270078159038
13,103,1991,0.45193617645787887
13,103,1996,0.44290940782604205
13,103,2001,0.4348226060237439
13,103,2006,0.4475390365281693
13,103,2013,0.4284093817519117
13,104,1981,0.558333137361458
13,104,1986,0.4574040390338899
13,104,1991,0.5333808346626825
13,104,1996,0.4952837240567346
13,104,2001,0.5367007632161124
13,104,2006,0.5527856228165892
13,104,2013,0.604647620286358
13,105,1981,0.7699789577834779
13,105,1986,0.6796042547091132
13,105,1991,0.6661455438872392
13,105,1996,0.552657752784867
13,105,2001,0.5949770837540667
13,105,2006,0.6458097770294102
13,105,2013,0.6491664379237387
13,106,1981,0.846951146598619
13,106,1986,0.7865531744600889
13,106,1991,0.6648256080081195
13,106,1996,0.555657140019931
13,106,2001,0.5493618865595257
13,106,2006,0.5861977048437912
13,106,2013,0.618736626722009
13,107,1981,0.6456461973366755
13,107,1986,0.654738352991866
13,107,1991,0.6821461999644499
13,107,1996,0.7136107811633061
13,107,2001,0.6723296903999317
13,107,2006,0.6820480256350093
13,107,2013,0.6964037910774772
13,109,1981,0.8128830756715861
13,109,1986,0.7639805962169872
13,109,1991,0.5480684875342489
13,109,1996,0.5204163696299012
13,109,2001,0.5326244862316164
13,109,2006,0.6246889245203753
13,109,2013,0.6249214530711628
13,111,1981,0.525989543480111
13,111,1986,0.6024434963797005
13,111,1991,0.5399215318529734
13,111,1996,0.48050865251168534
13,111,2001,0.4755037834245818
13,111,2006,0.5007516076597686
13,111,2013,0.4528133234701184
13,112,1981,0.8278099715191564
13,112,1986,0.7999647160346304
13,112,1991,0.7246146415590458
13,112,1996,0.5945700667574508
13,112,2001,0.6231599526065279
13,112,2006,0.6448690328153138
13,112,2013,0.645348424359133
13,113,1981,0.8024613685175905
13,113,1986,0.7472395187322017
13,113,1991,0.648115623392513
13,113,1996,0.5398149565541784
13,113,2001,0.6074392120569682
13,113,2006,0.6597599174554756
13,113,2013,0.6387633851548
13,114,1981,0.8623667392275003
13,114,1986,0.8115723694429291
13,114,1991,0.7111440253365195
13,114,1996,0.6237599347628651
13,114,2001,0.6180959693837448
13,114,2006,0.6519557969415428
13,114,2013,0.6431436090263306
13,116,1981,0.817364837509608
13,116,1986,0.7627107869303993
13,116,1991,0.6667099672139813
13,116,1996,0.5757658948673099
13,116,2001,0.5134946853198912
13,116,2006,0.5718891423285537
13,116,2013,0.5319886839739695
13,117,1981,0.7999211434236282
13,117,1986,0.7114617705978461
13,117,1991,0.25960633418622286
13,117,1996,0.19770697704191753
13,117,2001,0.39047584132268126
13,117,2006,0.3885926022410476
13,117,2013,0.3637339476708238
13,217,1981,0.5950504182152789
13,217,1986,0.49813470386825615
13,217,1991,0.5674594394283203
13,217,1996,0.5383440447901338
13,217,2001,0.553556814058298
13,217,2006,0.5766863895316288
13,217,2013,0.5373359280476924
13,226,1981,0.6033870126173977
13,226,1986,0.5771470636790503
13,226,1991,0.44717263730497697
13,226,1996,0.237360155722804
13,226,2001,0.2419400735724529
13,226,2006,0.30854525321263027
13,226,2013,0.4919790433998016
13,231,1981,0.7125630241420672
13,231,1986,0.6528262133304963
13,231,1991,0.6451201778985073
13,231,1996,0.6450856868343697
13,231,2001,0.5922231302969416
13,231,2006,0.5611502556629302
13,231,2013,0.5793448365100752
13,232,1981,0.7078471539565875
13,232,1986,0.6699576852304664
13,232,1991,0.5850828764847888
13,232,1996,0.5334062187614876
13,232,2001,0.49992579170150264
13,232,2006,0.4856009831930194
13,232,2013,0.4987048621546934
13,235,1981,0.9505404706965368
13,235,1986,0.9535001164584072
13,235,1991,0.9146500498287612
13,235,1996,0.8339047173995681
13,235,2001,0.8296291186170526
13,235,2006,0.8185955438853727
13,235,2013,0.8403461477720481
13,245,1981,0.6831039254805739
13,245,1986,0.77014543502496835
13,245,1991,0.7655058577558087
13,245,1996,0.5773291419130023
13,245,2001,0.6282669451487779
13,245,2006,0.5984625161305405
13,245,2013,0.579938015287984
13,249,1981,0.673722659991292
13,249,1986,0.636191953054966
13,249,1991,0.5237665951871947
13,249,1996,0.5182885467330933
13,249,2001,0.5454146324530037
13,249,2006,0.4823062135515681
13,249,2013,0.5280047343289427
13,273,1981,0.8605865334925282
13,273,1986,0.9255337673440056
13,273,1991,0.9730899820520624
13,273,1996,0.9517641772526285
13,273,2001,0.9286241164500686
13,273,2006,0.8740816397798044
13,273,2013,0.8283310850582307
13,290,1981,0.8588226098819498
13,290,1986,0.8367128364907206
13,290,1991,0.6994858009743055
13,290,1996,0.5720759044970102
13,290,2001,0.604006330360056
13,290,2006,0.5717154359109649
13,290,2013,0.5823538709784046
13,301,1981,0.8503439351890582
13,301,1986,0.819041089112764
13,301,1991,0.713193331474887
13,301,1996,0.5808897421029662
13,301,2001,0.6156170040411981
13,301,2006,0.6020856882383554
13,301,2013,0.576499727988639
14,1,1981,0.7673015039404436
14,1,1986,0.8106049378659128
14,1,1991,0.7883421008864044
14,1,1996,0.8206329467206072
14,1,2001,0.9034672763709093
14,1,2006,0.8981969010658979
14,1,2013,0.7788907528783586
14,2,1981,0.40732231524753676
14,2,1986,0.46115977488623255
14,2,1991,0.30198307022967674
14,2,1996,0.33865672357659604
14,2,2001,0.21388869078233652
14,2,2006,0.20805195350871353
14,2,2013,0.24701652830415166
14,3,1981,0.39638656771007386
14,3,1986,0.4555404674293622
14,3,1991,0.30552198770938255
14,3,1996,0.3134768567493551
14,3,2001,0.29054499140945056
14,3,2006,0.31460006389412115
14,3,2013,0.4270555375743976
14,4,1981,0.4530479676716096
14,4,1986,0.5286553182731608
14,4,1991,0.422720443536313
14,4,1996,0.3484890319371836
14,4,2001,0.24851024821608925
14,4,2006,0.227341785349787
14,4,2013,0.24760475028999485
14,5,1981,0.38663455444407696
14,5,1986,0.457208044485672
14,5,1991,0.3360851910225655
14,5,1996,0.333981865158816
14,5,2001,0.2683892750961097
14,5,2006,0.2752544247808907
14,5,2013,0.4778170611453166
14,6,1981,0.6376211181779747
14,6,1986,0.6173732665830484
14,6,1991,0.6986392717058274
14,6,1996,0.7223850579765874
14,6,2001,0.7517280293032316
14,6,2006,0.7851451026223141
14,6,2013,0.711105970406011
14,7,1981,0.6286880472163139
14,7,1986,0.473445322755505
14,7,1991,0.6429247820916884
14,7,1996,0.7557005197864268
14,7,2001,0.8152459630397186
14,7,2006,0.789803515868742
14,7,2013,0.647071705664126
14,8,1981,0.7373096124439837
14,8,1986,0.57478538499065
14,8,1991,0.7794176791799949
14,8,1996,0.8020219552542789
14,8,2001,0.8511633059296759
14,8,2006,0.8256765575151765
14,8,2013,0.6926075607659595
14,9,1981,0.684542626441585
14,9,1986,0.5770106671184858
14,9,1991,0.6168148361793335
14,9,1996,0.6496572258675115
14,9,2001,0.712442518601936
14,9,2006,0.7863294403599232
14,9,2013,0.7898502149616681
14,10,1981,0.6803423736357642
14,10,1986,0.6634913401928526
14,10,1991,0.709016737628906
14,10,1996,0.6767551613981002
14,10,2001,0.720282240665819
14,10,2006,0.7812533770810595
14,10,2013,0.686853825658692
14,11,1981,0.5279274030833955
14,11,1986,0.43547155304794394
14,11,1991,0.6271657832570103
14,11,1996,0.5757379130261286
14,11,2001,0.6844286733182324
14,11,2006,0.7729756640835339
14,11,2013,0.6763094728720261
14,12,1981,0.48721812978783025
14,12,1986,0.4988926112135874
14,12,1991,0.46041540060672603
14,12,1996,0.4286616579063773
14,12,2001,0.5406227079295582
14,12,2006,0.5790712683016699
14,12,2013,0.7087235932195659
14,13,1981,0.42886030371897566
14,13,1986,0.3791844223131962
14,13,1991,0.42348600906372136
14,13,1996,0.41847338028346254
14,13,2001,0.45980004238367034
14,13,2006,0.49605869877522785
14,13,2013,0.5857500622869374
14,14,1981,0.9999999999999998
14,14,1986,1
14,14,1991,1
14,14,1996,1
14,14,2001,1
14,14,2006,0.9999999999999999
14,14,2013,1
14,15,1981,0.48301674722052784
14,15,1986,0.4751868808365537
14,15,1991,0.6619850135204284
14,15,1996,0.7328944436915048
14,15,2001,0.8085891337371869
14,15,2006,0.8422121649207595
14,15,2013,0.7264146571371446
14,16,1981,0.5237628869211125
14,16,1986,0.5276811517261137
14,16,1991,0.6649967436675198
14,16,1996,0.6367269651948655
14,16,2001,0.7077580829373028
14,16,2006,0.6885631046291548
14,16,2013,0.5810143755768687
14,17,1981,0.4215409189683479
14,17,1986,0.5261930612420207
14,17,1991,0.5554579330208669
14,17,1996,0.5377581198648483
14,17,2001,0.6196427565794916
14,17,2006,0.542787933346619
14,17,2013,0.46393959903209714
14,18,1981,0.44781562923723917
14,18,1986,0.5389203062381073
14,18,1991,0.45495954613095146
14,18,1996,0.4897001626404678
14,18,2001,0.4632761176413156
14,18,2006,0.4285037976985573
14,18,2013,0.34353191003376427
14,19,1981,0.47548834250407324
14,19,1986,0.4947888455179758
14,19,1991,0.5562543684480482
14,19,1996,0.5799116806163974
14,19,2001,0.5472350290519796
14,19,2006,0.6440810922396522
14,19,2013,0.4327103564315998
14,20,1981,0.5174845926698155
14,20,1986,0.48518038455226453
14,20,1991,0.45581314878434087
14,20,1996,0.4214793221621793
14,20,2001,0.36076933180538917
14,20,2006,0.32257216443733516
14,20,2013,0.22173982236544265
14,21,1981,0.625461717711599
14,21,1986,0.4810858850323042
14,21,1991,0.4862131607027897
14,21,1996,0.3499865113625624
14,21,2001,0.5043667220153487
14,21,2006,0.6400450199478702
14,21,2013,0.7219077041425696
14,22,1981,0.3600223156711504
14,22,1986,0.4157256181364627
14,22,1991,0.4833558409105983
14,22,1996,0.4711707151916992
14,22,2001,0.4801143218096979
14,22,2006,0.5158128148600387
14,22,2013,0.7115334402044284
14,23,1981,0.5211326199111592
14,23,1986,0.5180519507177737
14,23,1991,0.6912150985136877
14,23,1996,0.7512936369191829
14,23,2001,0.8414928653614859
14,23,2006,0.8384780445913974
14,23,2013,0.6642300676257265
14,24,1981,0.46487473074184943
14,24,1986,0.41543702459051446
14,24,1991,0.48087622987890855
14,24,1996,0.47264164090109534
14,24,2001,0.6541392069338254
14,24,2006,0.653835877007833
14,24,2013,0.7593888708329402
14,25,1981,0.6414723530397355
14,25,1986,0.6156858693898989
14,25,1991,0.6754865978920717
14,25,1996,0.7268415973930862
14,25,2001,0.774209812210475
14,25,2006,0.741609716940089
14,25,2013,0.5720121973411809
14,26,1981,0.49478381492261664
14,26,1986,0.42448833363465555
14,26,1991,0.35546350037952446
14,26,1996,0.3640667897357366
14,26,2001,0.3715181938342196
14,26,2006,0.38013350273044233
14,26,2013,0.5102206356933626
14,101,1981,0.6109027285736583
14,101,1986,0.4983379038402267
14,101,1991,0.5472167812079876
14,101,1996,0.540153776497069
14,101,2001,0.6271162249337374
14,101,2006,0.3814309364056775
14,101,2013,0.4932685913367445
14,102,1981,0.2204910900649813
14,102,1986,0.41602125539889906
14,102,1991,0.3330178115771567
14,102,1996,0.5880124801050948
14,102,2001,0.5732287704565515
14,102,2006,0.7888086840196604
14,102,2013,0.7180979202611846
14,103,1981,0.6428396382071396
14,103,1986,0.6322801696719075
14,103,1991,0.6713518775865771
14,103,1996,0.6452587717792203
14,103,2001,0.6588525633381618
14,103,2006,0.6782288264588425
14,103,2013,0.6423489491587306
14,104,1981,0.8555635243285609
14,104,1986,0.7866007379817754
14,104,1991,0.7743516198155092
14,104,1996,0.7846623988846131
14,104,2001,0.8856051957952535
14,104,2006,0.8682920300547102
14,104,2013,0.74062865837793
14,105,1981,0.679582378913774
14,105,1986,0.6258570514190381
14,105,1991,0.6842077901764226
14,105,1996,0.7052138966471091
14,105,2001,0.7105141380247783
14,105,2006,0.7190258778605886
14,105,2013,0.7228080682733408
14,106,1981,0.46288070069907206
14,106,1986,0.4462129971675747
14,106,1991,0.6091202144461001
14,106,1996,0.7003632513496417
14,106,2001,0.8299025669959896
14,106,2006,0.8283953401630195
14,106,2013,0.7118520167681025
14,107,1981,0.6255770558426377
14,107,1986,0.48628975988286244
14,107,1991,0.6887172950114768
14,107,1996,0.7030936024754266
14,107,2001,0.8356552143383409
14,107,2006,0.8329512687141114
14,107,2013,0.7155819698025327
14,109,1981,0.5331964220899914
14,109,1986,0.4152722864746484
14,109,1991,0.7284181687555343
14,109,1996,0.7113721246803201
14,109,2001,0.8507483395617652
14,109,2006,0.8258159672924081
14,109,2013,0.7177842637229321
14,111,1981,0.7245929633065255
14,111,1986,0.6308283654262012
14,111,1991,0.8103468067336107
14,111,1996,0.7433231691944042
14,111,2001,0.8720773632528647
14,111,2006,0.8817413230860012
14,111,2013,0.7844916255734304
14,112,1981,0.5820028171246917
14,112,1986,0.42590608718551703
14,112,1991,0.4978295910207684
14,112,1996,0.5793908187314699
14,112,2001,0.6553490453627983
14,112,2006,0.69987498141725
14,112,2013,0.6987668217079306
14,113,1981,0.5289354137076645
14,113,1986,0.4436031804818582
14,113,1991,0.5824442072533829
14,113,1996,0.5914788791682668
14,113,2001,0.6552898874338049
14,113,2006,0.7274836742275657
14,113,2013,0.7590437096059457
14,114,1981,0.5433956180676767
14,114,1986,0.47629385376920674
14,114,1991,0.5789939176246376
14,114,1996,0.6064819230982282
14,114,2001,0.7220068569417422
14,114,2006,0.7832653420720945
14,114,2013,0.7443625244394183
14,116,1981,0.5595256342040348
14,116,1986,0.4193140881279437
14,116,1991,0.6071565565884608
14,116,1996,0.6992908146747766
14,116,2001,0.8098814440160019
14,116,2006,0.8119225142639752
14,116,2013,0.680178081080999
14,117,1981,0.7957382747588084
14,117,1986,0.7639112324992019
14,117,1991,0.6797151776758794
14,117,1996,0.6239388136057472
14,117,2001,0.5964528089046162
14,117,2006,0.6086814663273072
14,117,2013,0.5278316914615778
14,217,1981,0.6908539928359134
14,217,1986,0.6113289168651481
14,217,1991,0.7372787968032705
14,217,1996,0.8285647807184298
14,217,2001,0.8796802462729936
14,217,2006,0.8880876059712872
14,217,2013,0.8355502176841134
14,226,1981,0.7105364505352934
14,226,1986,0.6104174679858331
14,226,1991,0.763247912013963
14,226,1996,0.8370330534963303
14,226,2001,0.9091738991109192
14,226,2006,0.9187010782965381
14,226,2013,0.749565535142777
14,231,1981,0.7964062987669673
14,231,1986,0.5807006747019893
