ua_1,ua_2,year,relatedness
2,10,2013,0.13870765473326552
2,11,1981,0.20614767727457628
2,11,1986,0.21034938653867424
2,11,1991,0.14641551195981245
2,11,1996,0.2655871997889996
2,11,2001,0.2109535417225381
2,11,2006,0.1431105321441276
2,11,2013,0.11399071656668924
2,12,1981,0.44249483768241393
2,12,1986,0.35463337366465864
2,12,1991,0.38847301877599794
2,12,1996,0.31730009202726
2,12,2001,0.30034596266494223
2,12,2006,0.310308486025035
2,12,2013,0.21539105125922403
2,13,1981,0.22256724692236185
2,13,1986,0.22932503038764507
2,13,1991,0.26773200411100223
2,13,1996,0.3041225283213592
2,13,2001,0.33291257323931966
2,13,2006,0.3428728685000393
2,13,2013,0.3251224121595871
2,14,1981,0.40732231524753676
2,14,1986,0.46115977488623255
2,14,1991,0.30198307022967674
2,14,1996,0.33865672357659604
2,14,2001,0.21388869078233652
2,14,2006,0.20805195350871353
2,14,2013,0.24701652830415166
2,15,1981,0.23315023684129466
2,15,1986,0.21166676755715735
2,15,1991,0.1533272779301621
2,15,1996,0.22881777479186693
2,15,2001,0.14094577283471066
2,15,2006,0.1263410882321533
2,15,2013,0.10069371649949566
2,16,1981,0.47116849498191066
2,16,1986,0.41902624182278536
2,16,1991,0.38148130298747995
2,16,1996,0.4617930157365343
2,16,2001,0.36956209292196984
2,16,2006,0.32962306223917415
2,16,2013,0.21513419690913999
2,17,1981,0.7026099609448014
2,17,1986,0.730534540202872
2,17,1991,0.5579737970804329
2,17,1996,0.6389475737277156
2,17,2001,0.5250009309336471
2,17,2006,0.47630234177536507
2,17,2013,0.4517732990022973
2,18,1981,0.6660428189500697
2,18,1986,0.7105951125884593
2,18,1991,0.6643704369841407
2,18,1996,0.6235209753418048
2,18,2001,0.5740938135359509
2,18,2006,0.5171880663381812
2,18,2013,0.4964012984167717
2,19,1981,0.5785085122637936
2,19,1986,0.5947719014988453
2,19,1991,0.4710456588025951
2,19,1996,0.46146721946640856
2,19,2001,0.41914251077961345
2,19,2006,0.3231266898093853
2,19,2013,0.28092198661440726
2,20,1981,0.6587486564464187
2,20,1986,0.6409177762127702
2,20,1991,0.5573098191336607
2,20,1996,0.557794292298283
2,20,2001,0.6030142912713536
2,20,2006,0.6171681550879473
2,20,2013,0.6653990192471921
2,21,1981,0.21713644659008202
2,21,1986,0.19397570503037964
2,21,1991,0.27572637831539626
2,21,1996,0.3965704097617754
2,21,2001,0.3068868393089217
2,21,2006,0.2710431539336553
2,21,2013,0.35510576581508846
2,22,1981,0.5755483659563891
2,22,1986,0.4894588797046796
2,22,1991,0.5234995728292956
2,22,1996,0.42122686842946155
2,22,2001,0.45892118839103757
2,22,2006,0.4492718631995678
2,22,2013,0.3884999322242341
2,23,1981,0.38960716498335957
2,23,1986,0.30560191651110413
2,23,1991,0.23734663765122427
2,23,1996,0.21853276211685851
2,23,2001,0.15573669892064257
2,23,2006,0.12562012765689268
2,23,2013,0.14472339821210972
2,24,1981,0.245818210164031
2,24,1986,0.25318339254200395
2,24,1991,0.31893486630988876
2,24,1996,0.42257702649253176
2,24,2001,0.24408863493192023
2,24,2006,0.25708613054506324
2,24,2013,0.2914955308124576
2,25,1981,0.5870750545739929
2,25,1986,0.6297096193580833
2,25,1991,0.47859124132326375
2,25,1996,0.4492833551434306
2,25,2001,0.4103019829521843
2,25,2006,0.37469427528535143
2,25,2013,0.2589818341094793
2,26,1981,0.5762612305693628
2,26,1986,0.5545839130452731
2,26,1991,0.5483847196112734
2,26,1996,0.46818280787180927
2,26,2001,0.46693312444209745
2,26,2006,0.5290549470028364
2,26,2013,0.6065814970476016
2,101,1981,0.2783357889232688
2,101,1986,0.34943339879658036
2,101,1991,0.31390484066745306
2,101,1996,0.3424247938092967
2,101,2001,0.34614672411331404
2,101,2006,0.5575433373984531
2,101,2013,0.5953210838803971
2,102,1981,0.6232147715407902
2,102,1986,0.5309750895332067
2,102,1991,0.5381710559989347
2,102,1996,0.357803917656335
2,102,2001,0.35193060251816166
2,102,2006,0.17178469106349092
2,102,2013,0.15028587347952121
2,103,1981,0.37687478044613354
2,103,1986,0.4341112852163248
2,103,1991,0.3270102441627174
2,103,1996,0.36542409914506857
2,103,2001,0.3063963846067141
2,103,2006,0.28334654767307865
2,103,2013,0.2929521015128882
2,104,1981,0.38656003934791344
2,104,1986,0.4700251030293861
2,104,1991,0.27371723504657275
2,104,1996,0.34021394904824864
2,104,2001,0.23241226752835686
2,104,2006,0.21432007211798149
2,104,2013,0.1168493930172026
2,105,1981,0.17003364827376805
2,105,1986,0.2824357681869033
2,105,1991,0.23081505249700807
2,105,1996,0.27377980723058004
2,105,2001,0.2603115087248269
2,105,2006,0.2565578962119114
2,105,2013,0.24301857323975123
2,106,1981,0.2237649378064253
2,106,1986,0.25911143661263236
2,106,1991,0.22627352847507243
2,106,1996,0.2821640135414676
2,106,2001,0.200085664747572
2,106,2006,0.15670300819984084
2,106,2013,0.11441936564391314
2,107,1981,0.31204576746860824
2,107,1986,0.3279213452431925
2,107,1991,0.23887983287403314
2,107,1996,0.21975002410890282
2,107,2001,0.18637244199563108
2,107,2006,0.146450903196921
2,107,2013,0.10881742746721801
2,109,1981,0.20581553636696348
2,109,1986,0.2568386378144041
2,109,1991,0.22606434342845888
2,109,1996,0.27747266810450955
2,109,2001,0.20337223027874102
2,109,2006,0.1477483206720085
2,109,2013,0.11694332333312607
2,111,1981,0.3446585883026676
2,111,1986,0.2932775524117115
2,111,1991,0.15523376207267064
2,111,1996,0.24400637233103534
2,111,2001,0.1536977891478723
2,111,2006,0.12473667991258519
2,111,2013,0.09326874277427416
2,112,1981,0.13841398723922027
2,112,1986,0.19897118257598345
2,112,1991,0.22972318362082333
2,112,1996,0.29147020443482125
2,112,2001,0.23041350226638413
2,112,2006,0.2291754412423062
2,112,2013,0.22727972574557365
2,113,1981,0.20329047689283847
2,113,1986,0.21226443640049542
2,113,1991,0.19774204801142287
2,113,1996,0.2765564687187606
2,113,2001,0.2283947023071275
2,113,2006,0.18763799867971814
2,113,2013,0.1381709840949698
2,114,1981,0.11163700194853421
2,114,1986,0.18422360073926686
2,114,1991,0.15071330907232072
2,114,1996,0.218493086045065
2,114,2001,0.18245524828377113
2,114,2006,0.15574084238946379
2,114,2013,0.1418002565788875
2,116,1981,0.13365774055740942
2,116,1986,0.2792262524840746
2,116,1991,0.18929092452824292
2,116,1996,0.3027350485873252
2,116,2001,0.24219697862530726
2,116,2006,0.20678124046598795
2,116,2013,0.21571171955220286
2,117,1981,0.3278725769694654
2,117,1986,0.43470858576518484
2,117,1991,0.324463989261803
2,117,1996,0.4415108835137985
2,117,2001,0.37182665406736576
2,117,2006,0.34966432635448685
2,117,2013,0.3906197156458173
2,217,1981,0.38297349309826045
2,217,1986,0.46134872004429517
2,217,1991,0.2510712641639149
2,217,1996,0.25975028213986123
2,217,2001,0.15913236206498815
2,217,2006,0.14092711681926773
2,217,2013,0.0801108285526736
2,226,1981,0.2948318025735912
2,226,1986,0.3674398165344284
2,226,1991,0.2392651444564477
2,226,1996,0.2733506846650863
2,226,2001,0.18951460215870525
2,226,2006,0.15862020329249737
2,226,2013,0.13322542515531371
2,231,1981,0.19717730994724886
2,231,1986,0.36286387392712605
2,231,1991,0.2509526080240292
2,231,1996,0.2862020748392794
2,231,2001,0.23057811620695218
2,231,2006,0.2341179516177197
2,231,2013,0.1692408459369804
2,232,1981,0.23912140693438155
2,232,1986,0.29875116858707973
2,232,1991,0.18327296575502794
2,232,1996,0.2596488057650868
2,232,2001,0.20776151429213774
2,232,2006,0.20434699617240182
2,232,2013,0.13943512079938414
2,235,1981,0.16698883601054937
2,235,1986,0.18906545452846174
2,235,1991,0.13673831448685903
2,235,1996,0.19415407364097553
2,235,2001,0.12632715873976674
2,235,2006,0.146843940853377
2,235,2013,0.16596516817914336
2,245,1981,0.2379113212560428
2,245,1986,0.1411388163783735
2,245,1991,0.10691596575135254
2,245,1996,0.2170103030491532
2,245,2001,0.13488300584432134
2,245,2006,0.1286637867744409
2,245,2013,0.0664479375170195
2,249,1981,0.23024215201984777
2,249,1986,0.2743130346811311
2,249,1991,0.16465788114468516
2,249,1996,0.23808088613108758
2,249,2001,0.18066246050468815
2,249,2006,0.12292359218054077
2,249,2013,0.07475788672602263
2,273,1981,0.20368665994300456
2,273,1986,0.2024953991157215
2,273,1991,0.21694791320011392
2,273,1996,0.24434910609671062
2,273,2001,0.2511750657258923
2,273,2006,0.18949838802358832
2,273,2013,0.21814721358978434
2,290,1981,0.08533263195609775
2,290,1986,0.12238930318123148
2,290,1991,0.12004501249450689
2,290,1996,0.21323699919981676
2,290,2001,0.14032762405823918
2,290,2006,0.08288085771250714
2,290,2013,0.08789613639009347
2,301,1981,0.12649614996889963
2,301,1986,0.16042342712754876
2,301,1991,0.16906486116216424
2,301,1996,0.2581376906842765
2,301,2001,0.19506682968052363
2,301,2006,0.17212796634977645
2,301,2013,0.15547386930061696
3,1,1981,0.33041933757556907
3,1,1986,0.4719250730999512
3,1,1991,0.2642404719001017
3,1,1996,0.29030000028581315
3,1,2001,0.32953761485110766
3,1,2006,0.378328465108273
3,1,2013,0.24905381228271672
3,2,1981,0.7603224988494863
3,2,1986,0.7515657584245516
3,2,1991,0.8179815067488816
3,2,1996,0.7725282714979805
3,2,2001,0.7820600882840668
3,2,2006,0.739590916843496
3,2,2013,0.7587188058226257
3,3,1981,0.9999999999999999
3,3,1986,1
3,3,1991,1
3,3,1996,0.9999999999999998
3,3,2001,1
3,3,2006,0.9999999999999998
3,3,2013,0.9999999999999999
3,4,1981,0.6965156108330272
3,4,1986,0.625184068337147
3,4,1991,0.5534042446853592
3,4,1996,0.5343217041554414
3,4,2001,0.49288823657946856
3,4,2006,0.4764626420555907
3,4,2013,0.5300096806101261
3,5,1981,0.8528619252962053
3,5,1986,0.8555780973165455
3,5,1991,0.9198520271682958
3,5,1996,0.902382717508547
3,5,2001,0.9026399102013626
3,5,2006,0.8793548616633912
3,5,2013,0.8989450761391358
3,6,1981,0.2418703946435939
3,6,1986,0.32403183972789673
3,6,1991,0.26569386074455864
3,6,1996,0.29430075961899
3,6,2001,0.3284593524710229
3,6,2006,0.3929933632382433
3,6,2013,0.4560379788536777
3,7,1981,0.16948280453640668
3,7,1986,0.2501413134823509
3,7,1991,0.2127904004951579
3,7,1996,0.24181282262509146
3,7,2001,0.34364160536529087
3,7,2006,0.3547964477357109
3,7,2013,0.42034222690676115
3,8,1981,0.22224052541407324
3,8,1986,0.26874656281871867
3,8,1991,0.21591156650305443
3,8,1996,0.26796923471888046
3,8,2001,0.31351152548913863
3,8,2006,0.3898514520743275
3,8,2013,0.326918908769948
3,9,1981,0.641953103501635
3,9,1986,0.5620190245968789
3,9,1991,0.4978082874633152
3,9,1996,0.5550296808448314
3,9,2001,0.5600836568363674
3,9,2006,0.5682919190728389
3,9,2013,0.41346290405990865
3,10,1981,0.37758714747701666
3,10,1986,0.42546179953018176
3,10,1991,0.28492072943059554
3,10,1996,0.26652229039686903
3,10,2001,0.3083660554319514
3,10,2006,0.25220816525873746
3,10,2013,0.24684231325600559
3,11,1981,0.18803929314794304
3,11,1986,0.21245171770117466
3,11,1991,0.17616078910518307
3,11,1996,0.43296550119940963
3,11,2001,0.395906509941753
3,11,2006,0.3631176714965811
3,11,2013,0.3314743749616974
3,12,1981,0.6527091651523709
3,12,1986,0.6004913357873071
3,12,1991,0.5888441832332725
3,12,1996,0.5848052697447824
3,12,2001,0.5313412919735707
3,12,2006,0.580866492814628
3,12,2013,0.4954790443327358
3,13,1981,0.3479908265218046
3,13,1986,0.3800261132157181
3,13,1991,0.4410412180060003
3,13,1996,0.5091602207810777
3,13,2001,0.5224378225293608
3,13,2006,0.5780261825128148
3,13,2013,0.5499984481352876
3,14,1981,0.39638656771007386
3,14,1986,0.4555404674293622
3,14,1991,0.30552198770938255
3,14,1996,0.3134768567493551
3,14,2001,0.29054499140945056
3,14,2006,0.31460006389412115
3,14,2013,0.4270555375743976
3,15,1981,0.20873793656151007
3,15,1986,0.16371501860164478
3,15,1991,0.16487936712969015
3,15,1996,0.19846685711824336
3,15,2001,0.24300383437251127
3,15,2006,0.3189089377572216
3,15,2013,0.25062922239230784
3,16,1981,0.24858115688492322
3,16,1986,0.21806840729814925
3,16,1991,0.2710616889016485
3,16,1996,0.32545949930504914
3,16,2001,0.32850501047465497
3,16,2006,0.39290627087906366
3,16,2013,0.2998559416999077
3,17,1981,0.5795277430576687
3,17,1986,0.556388762986988
3,17,1991,0.4727371842609013
3,17,1996,0.5553557295193698
3,17,2001,0.5853413655647354
3,17,2006,0.5928340303529528
3,17,2013,0.5809865053541616
3,18,1981,0.6347652306705374
3,18,1986,0.6398965883815291
3,18,1991,0.5867942003802286
3,18,1996,0.5315973257729664
3,18,2001,0.5552961533304829
3,18,2006,0.5352841051447503
3,18,2013,0.4588660462115536
3,19,1981,0.6208640009763076
3,19,1986,0.541802779097968
3,19,1991,0.4340961406378008
3,19,1996,0.3704436187291004
3,19,2001,0.44532514519791055
3,19,2006,0.3788691249751643
3,19,2013,0.3176517975307207
3,20,1981,0.37167355766770627
3,20,1986,0.33905909550130414
3,20,1991,0.3196474118843904
3,20,1996,0.29465779238502776
3,20,2001,0.31549593581012053
3,20,2006,0.28559529747272616
3,20,2013,0.3230927408400043
3,21,1981,0.2708072247129737
3,21,1986,0.3414821776340034
3,21,1991,0.4399636157747569
3,21,1996,0.6446320860048451
3,21,2001,0.49753713805128114
3,21,2006,0.49020798573111646
3,21,2013,0.54086157733173
3,22,1981,0.6743417939869734
3,22,1986,0.5814420470105995
3,22,1991,0.6451741101508095
3,22,1996,0.6073576917700789
3,22,2001,0.6089730914164215
3,22,2006,0.5822441640786391
3,22,2013,0.5083868264516807
3,23,1981,0.2320544657764116
3,23,1986,0.15723966787476146
3,23,1991,0.1718524084614369
3,23,1996,0.15982027730806042
3,23,2001,0.16744733740950113
3,23,2006,0.21563001220825262
3,23,2013,0.21013571850028612
3,24,1981,0.2736902594048485
3,24,1986,0.25473797409701915
3,24,1991,0.36954758186013437
3,24,1996,0.5599555436710899
3,24,2001,0.37394508238158597
3,24,2006,0.4562297606834972
3,24,2013,0.5543188648771924
3,25,1981,0.37066620343408374
3,25,1986,0.39714828295112237
3,25,1991,0.36459133917216646
3,25,1996,0.3105917527539609
3,25,2001,0.39722810876512993
3,25,2006,0.39198200227820224
3,25,2013,0.27271178917374705
3,26,1981,0.4977311879380137
3,26,1986,0.5223568989233964
3,26,1991,0.6723868499873746
3,26,1996,0.6855457460102456
3,26,2001,0.655783366525584
