ind,occ,act,year,act_complexity,act_size
CC212,8,CC212.8,1986,-0.908948094775357,15846
CC212,8,CC212.8,1991,-0.22739705155658924,9804
CC212,8,CC212.8,1996,-0.14294782452680943,7275
CC212,8,CC212.8,2001,0.01917852689174068,4929
CC212,8,CC212.8,2006,0.236750224617669,3723
CC212,8,CC212.8,2013,-0.2585866050003515,1458
CC311,7,CC311.7,1981,-1.0178957331400655,2508
CC311,7,CC311.7,1986,-0.8169459987433831,3420
CC311,7,CC311.7,1991,-1.2357247559772435,2979
CC311,7,CC311.7,1996,-1.091641256918881,2883
CC311,7,CC311.7,2001,-1.1139019450225234,2859
CC311,7,CC311.7,2006,-1.1050091757710248,3285
CC311,7,CC311.7,2013,-1.159218303262953,2196
CC311,8,CC311.8,1981,-0.9172332090462021,1968
CC311,8,CC311.8,1986,-0.7312085840126678,2472
CC311,8,CC311.8,1991,-0.6726244943762606,2016
CC311,8,CC311.8,1996,-0.8326187648135188,2967
CC311,8,CC311.8,2001,-0.792198984299827,3258
CC311,8,CC311.8,2006,-0.7606645582197489,3624
CC311,8,CC311.8,2013,-0.8353599758267437,2505
CC311,9,CC311.9,1981,-0.7160674390405841,3669
CC311,9,CC311.9,1986,-0.6974892071008301,3234
CC311,9,CC311.9,1991,-0.7583462331199585,2463
CC311,9,CC311.9,1996,-0.8804382726677765,2784
CC311,9,CC311.9,2001,-0.8225292726225465,2799
CC311,9,CC311.9,2006,-0.8884923332917716,2466
CC311,9,CC311.9,2013,-0.9913472970287299,1677
CC321,8,CC321.8,1981,-0.615791312542171,3630
CC321,8,CC321.8,1986,-0.7641631617552526,3186
CC321,8,CC321.8,1991,-0.5121215512381089,2151
CC321,8,CC321.8,1996,-0.5664614426667026,1656
CC321,8,CC321.8,2001,-0.5749877161047457,1479
CC321,8,CC321.8,2006,-0.40800847282218405,1047
CC321,8,CC321.8,2013,-0.7529347421572274,828
CC411,4,CC411.4,1981,0.6827256697588208,1260
CC411,4,CC411.4,1986,0.7372808365349305,1809
CC411,4,CC411.4,1991,0.6288881390986558,1113
CC411,4,CC411.4,1996,0.8666453696138293,1317
CC411,4,CC411.4,2001,0.4455645249522132,1368
CC411,4,CC411.4,2006,0.2756833603392867,1212
CC411,4,CC411.4,2013,-0.015624501171179866,921
CC411,7,CC411.7,1981,1.2072641785588563,5358
CC411,7,CC411.7,1986,0.8408017457651513,6456
CC411,7,CC411.7,1991,0.9849029002095104,4710
CC411,7,CC411.7,1996,0.7192844101535014,4911
CC411,7,CC411.7,2001,0.22090235312033765,4089
CC411,7,CC411.7,2006,0.39345065839394994,3978
CC411,7,CC411.7,2013,0.19580313427993074,2664
CC5_,1,CC5_.1,1981,0.1815801073084022,2142
CC5_,1,CC5_.1,1986,-0.16727861562246724,2790
CC5_,1,CC5_.1,1991,0.6317708187815574,2892
CC5_,1,CC5_.1,1996,0.6238183221607798,2967
CC5_,1,CC5_.1,2001,0.39069931188573953,2775
CC5_,1,CC5_.1,2006,0.5762094166839038,3129
CC5_,1,CC5_.1,2013,0.40820048242410034,3093
CC5_,2,CC5_.2,1981,0.36365768574065105,1059
CC5_,2,CC5_.2,1986,0.37728733663887676,1152
CC5_,2,CC5_.2,1991,0.4420256614077674,966
CC5_,2,CC5_.2,1996,0.4915915332290533,1074
CC5_,2,CC5_.2,2001,0.2847800257525692,918
CC5_,2,CC5_.2,2006,1.0809388788512408,1101
CC5_,2,CC5_.2,2013,0.20870538444497883,1038
CC5_,3,CC5_.3,1981,-0.22242516108484447,3033
CC5_,3,CC5_.3,1986,-0.33087235308673085,2451
CC5_,3,CC5_.3,1991,0.13521103662189102,1665
CC5_,3,CC5_.3,1996,0.023002701851668455,1896
CC5_,3,CC5_.3,2001,-0.17027006535331424,1434
CC5_,3,CC5_.3,2006,-0.23763829768466435,1650
CC5_,3,CC5_.3,2013,-0.34951989671719347,1569
CC5_,4,CC5_.4,1981,-0.18156162418581853,3948
CC5_,4,CC5_.4,1986,-0.7110746180002216,3966
CC5_,4,CC5_.4,1991,-0.20818316448129504,2034
CC5_,4,CC5_.4,1996,-0.07969649457900785,2250
CC5_,4,CC5_.4,2001,-0.3950529572109549,2082
CC5_,4,CC5_.4,2006,-0.2506336787790712,1821
CC5_,4,CC5_.4,2013,-0.21628933679691592,1557
CC5_,7,CC5_.7,1981,-1.142701107270346,1770
CC5_,7,CC5_.7,1986,-0.7394674771879205,2070
CC5_,7,CC5_.7,1991,-0.9981252826842362,1377
CC5_,7,CC5_.7,1996,-0.8559474018344104,1425
CC5_,7,CC5_.7,2001,-0.750828533135272,1281
CC5_,7,CC5_.7,2006,-0.5528623813008281,1275
CC5_,7,CC5_.7,2013,-0.7385078263790735,993
CC5_,8,CC5_.8,1981,-0.6074958425730592,7536
CC5_,8,CC5_.8,1986,-0.7543308639346027,6927
CC5_,8,CC5_.8,1991,-0.5723763554681949,5241
CC5_,8,CC5_.8,1996,-0.40704151140500205,4572
CC5_,8,CC5_.8,2001,-0.497299477384114,4674
CC5_,8,CC5_.8,2006,-0.2922184100850578,3936
CC5_,8,CC5_.8,2013,-0.6176555783231397,2967
CC5_,9,CC5_.9,1981,-0.27183316400327534,5223
CC5_,9,CC5_.9,1986,-0.6592797077432367,4230
CC5_,9,CC5_.9,1991,-0.20626749827693983,2493
CC5_,9,CC5_.9,1996,-0.05874485879530115,3192
CC5_,9,CC5_.9,2001,-0.3116061799840992,2574
CC5_,9,CC5_.9,2006,-0.189506523523141,3039
CC5_,9,CC5_.9,2013,-0.4406885841053584,2604
CC611,8,CC611.8,1981,-1.233657514639299,3603
CC611,8,CC611.8,1986,-1.371885548679521,3225
CC611,8,CC611.8,1991,-0.9660762288383568,2040
CC611,8,CC611.8,1996,-0.9630129258911485,1863
CC611,8,CC611.8,2001,-0.8764207786340827,1839
CC611,8,CC611.8,2006,-0.6835218650977241,1728
CC611,8,CC611.8,2013,-0.8452974533078462,1509
CC711,8,CC711.8,1981,-0.9312398856523988,1320
CC711,8,CC711.8,1986,-0.7451518105390647,1458
CC711,8,CC711.8,1991,-0.5468608922927557,1443
CC711,8,CC711.8,1996,-0.45867768014392035,1245
CC711,8,CC711.8,2001,-0.5816095796342223,1404
CC711,8,CC711.8,2006,-0.523684378198283,1065
CC711,8,CC711.8,2013,-0.6774440305340689,738
CC721,1,CC721.1,1981,-0.33346431940512267,1500
CC721,1,CC721.1,1986,-0.959669557808308,2442
CC721,1,CC721.1,1991,-0.11134263919305688,2349
CC721,1,CC721.1,1996,-0.09156226468904685,2451
CC721,1,CC721.1,2001,-0.12865019654022306,2619
CC721,1,CC721.1,2006,-0.4232060333721271,3099
CC721,1,CC721.1,2013,-0.3509510867367432,3105
CC721,3,CC721.3,1981,-0.6200388834074451,1101
CC721,3,CC721.3,1986,-0.8435481653105505,1209
CC721,3,CC721.3,1991,-8.179808624189256e-4,828
CC721,3,CC721.3,1996,-0.6888238202605621,1002
CC721,3,CC721.3,2001,-0.36368272041755284,951
CC721,3,CC721.3,2006,-0.46231057852715945,1263
CC721,3,CC721.3,2013,-0.7243857429468401,1227
CC721,4,CC721.4,1981,-0.6189254308832581,2334
CC721,4,CC721.4,1986,-0.9486580847518422,3195
CC721,4,CC721.4,1991,-0.3483784842592098,1542
CC721,4,CC721.4,1996,-0.4235328659660774,1821
CC721,4,CC721.4,2001,-0.42358098828886653,1692
CC721,4,CC721.4,2006,-0.549176928020058,1545
CC721,4,CC721.4,2013,-0.4933826780093685,1413
CC721,7,CC721.7,1981,-1.1931063855827824,8406
CC721,7,CC721.7,1986,-1.3866417664841908,8994
CC721,7,CC721.7,1991,-0.7978935139610721,5325
CC721,7,CC721.7,1996,-1.0235868388448244,4908
CC721,7,CC721.7,2001,-1.0682115236885088,4674
CC721,7,CC721.7,2006,-1.1132008735679053,5319
CC721,7,CC721.7,2013,-1.1386130134871808,4452
CC721,8,CC721.8,1981,-0.4992800654078066,3717
CC721,8,CC721.8,1986,-0.9045565061655225,4521
CC721,8,CC721.8,1991,-0.6700068314301264,3213
CC721,8,CC721.8,1996,-0.5711428519173027,3897
CC721,8,CC721.8,2001,-0.44029570187057626,4068
CC721,8,CC721.8,2006,-0.4579719823756568,4158
CC721,8,CC721.8,2013,-0.711632797660845,3375
CC721,9,CC721.9,1981,-0.17066289918460686,2757
CC721,9,CC721.9,1986,-0.6641013347179181,2292
CC721,9,CC721.9,1991,-0.11775009912134446,1536
CC721,9,CC721.9,1996,-0.09988878440664946,2136
CC721,9,CC721.9,2001,-0.29130641608201485,1923
CC721,9,CC721.9,2006,-0.6794087043932671,2412
CC721,9,CC721.9,2013,-0.9292410242340329,1938
CC811,7,CC811.7,1981,-0.7601200809823305,8913
CC811,7,CC811.7,1986,-1.097205975660431,7833
CC811,7,CC811.7,1991,-0.8270711837574748,4038
CC811,7,CC811.7,1996,-0.509325422286662,3591
CC811,7,CC811.7,2001,-0.35896483079287095,3528
CC811,7,CC811.7,2006,-0.3490023741669878,3633
CC811,7,CC811.7,2013,-0.4706505523224289,2451
CC811,8,CC811.8,1981,-0.38464254363715333,4659
CC811,8,CC811.8,1986,-0.9121146184696335,4059
CC811,8,CC811.8,1991,-0.7169349959904884,1800
CC811,8,CC811.8,1996,-0.5540958722311923,1623
CC811,8,CC811.8,2001,-0.971180331297687,837
CC811,8,CC811.8,2006,-0.9102614448160803,1020
CC811,8,CC811.8,2013,-1.0624844307289514,873
CC821,1,CC821.1,1981,0.442744510756664,1143
CC821,1,CC821.1,1986,0.021799033180986582,1404
CC821,1,CC821.1,1991,0.7730751438129748,1389
CC821,1,CC821.1,1996,0.45818191564568506,1461
CC821,1,CC821.1,2001,0.2815922643710361,1587
CC821,1,CC821.1,2006,0.5941362670838692,1641
CC821,1,CC821.1,2013,0.8819742513763794,1692
CC821,3,CC821.3,1981,0.18240834608501227,2253
CC821,3,CC821.3,1986,0.05410529917677169,2229
CC821,3,CC821.3,1991,1.0285841551340202,1611
CC821,3,CC821.3,1996,0.39235839362491254,1749
CC821,3,CC821.3,2001,0.24067457750858764,1737
CC821,3,CC821.3,2006,0.2655713075496367,1695
CC821,3,CC821.3,2013,0.42443136776939683,1737
CC821,4,CC821.4,1981,0.2506684943881956,2469
CC821,4,CC821.4,1986,-0.5564163169192851,2550
CC821,4,CC821.4,1991,-0.4366042944782484,1083
CC821,4,CC821.4,1996,-0.21366907451364472,1326
CC821,4,CC821.4,2001,-0.5224077353786147,1326
CC821,4,CC821.4,2006,-0.6306577876488596,954
CC821,4,CC821.4,2013,-0.44941618670045247,948
CC821,8,CC821.8,1981,-0.6178024513276084,3813
CC821,8,CC821.8,1986,-0.938181127616564,3702
CC821,8,CC821.8,1991,-0.6929139826941646,2415
CC821,8,CC821.8,1996,-0.44610666253503994,2364
CC821,8,CC821.8,2001,-0.684942760902352,2673
CC821,8,CC821.8,2006,-0.41310733669687566,2049
CC821,8,CC821.8,2013,-0.657450106734939,1326
CC821,9,CC821.9,1981,-0.4207873004255134,2559
CC821,9,CC821.9,1986,-0.9899179981250699,1815
CC821,9,CC821.9,1991,-0.3432244936391131,1101
CC821,9,CC821.9,1996,-0.751993490391033,1737
CC821,9,CC821.9,2001,-0.8330987702522515,1362
CC821,9,CC821.9,2006,-0.47483148653067697,1566
CC821,9,CC821.9,2013,-0.3920145206553389,1101
CC822,1,CC822.1,1981,-0.8604993813327922,963
CC822,1,CC822.1,1986,-1.3018902639420509,1602
CC822,1,CC822.1,1991,-0.5293926443235288,1635
CC822,1,CC822.1,1996,-0.43502982115133776,1980
CC822,1,CC822.1,2001,-0.6195964884613523,1887
CC822,1,CC822.1,2006,-0.7934743815171177,1932
CC822,1,CC822.1,2013,-0.6709379356049354,1998
CC822,3,CC822.3,1981,-1.0613248241480537,945
CC822,3,CC822.3,1986,-1.0417807934374606,876
CC822,3,CC822.3,1991,-0.3667677251460743,816
CC822,3,CC822.3,1996,-0.3999404492499765,990
CC822,3,CC822.3,2001,-0.4982386996471773,813
CC822,3,CC822.3,2006,-0.9121414430619981,1062
CC822,3,CC822.3,2013,-1.035248449599793,1077
CC822,4,CC822.4,1981,-0.8122411006941965,1740
CC822,4,CC822.4,1986,-1.1260665279970774,2388
CC822,4,CC822.4,1991,-0.6489706739731823,1080
CC822,4,CC822.4,1996,-0.850818272306177,1473
CC822,4,CC822.4,2001,-0.8560950628342903,1224
CC822,4,CC822.4,2006,-0.9574969122204064,1011
CC822,4,CC822.4,2013,-1.0700611806767943,903
CC822,7,CC822.7,1981,-1.5921400351896084,6318
CC822,7,CC822.7,1986,-1.3918122497941103,6801
CC822,7,CC822.7,1991,-1.2657498343499987,4842
CC822,7,CC822.7,1996,-1.1751948703627435,4590
CC822,7,CC822.7,2001,-1.211648814971078,4311
CC822,7,CC822.7,2006,-1.1860706471634133,3591
CC822,7,CC822.7,2013,-1.2325510986330546,2811
CC822,8,CC822.8,1981,-1.1006622058547277,1272
CC822,8,CC822.8,1986,-1.1567522879037013,1749
CC822,8,CC822.8,1991,-0.32607785892946917,1083
CC822,8,CC822.8,1996,-0.5865976541404644,1515
CC822,8,CC822.8,2001,-0.6247311955510654,1623
CC822,8,CC822.8,2006,-0.5041181083206581,1686
CC822,8,CC822.8,2013,-0.8469466681523923,1536
CC91_,1,CC91_.1,1981,0.23461561588497443,915
CC91_,1,CC91_.1,1986,-0.1680487597585686,1494
CC91_,1,CC91_.1,1991,1.0244229020387268,1947
CC91_,1,CC91_.1,1996,0.6859050321418476,1923
CC91_,1,CC91_.1,2001,0.8981561863497647,1869
CC91_,1,CC91_.1,2006,0.8451232037767243,1917
CC91_,1,CC91_.1,2013,0.7230776017291719,1518
CC91_,7,CC91_.7,1981,-0.24665721152457978,5652
CC91_,7,CC91_.7,1986,-0.38394161799717963,5844
CC91_,7,CC91_.7,1991,0.0800301439124836,5193
CC91_,7,CC91_.7,1996,-0.17985844043811994,5166
CC91_,7,CC91_.7,2001,-0.21519851774463047,4869
CC91_,7,CC91_.7,2006,-0.23708015199054117,3618
CC91_,7,CC91_.7,2013,-0.25128437273168486,2544
CC91_,8,CC91_.8,1981,-0.35917924375171817,2022
CC91_,8,CC91_.8,1986,-0.5109058243667048,2250
CC91_,8,CC91_.8,1991,-0.06455575683173852,1833
CC91_,8,CC91_.8,1996,0.06739063757563231,1905
CC91_,8,CC91_.8,2001,-0.21287154105307943,1863
CC91_,8,CC91_.8,2006,-0.14282939079636986,1428
CC91_,8,CC91_.8,2013,-0.365858896248724,834
CC91_,9,CC91_.9,1981,-0.26786382942389564,2169
CC91_,9,CC91_.9,1986,-0.7171106215282108,1866
CC91_,9,CC91_.9,1991,0.2536965302903733,1092
CC91_,9,CC91_.9,1996,0.22460603920905192,1455
CC91_,9,CC91_.9,2001,-0.04690644903202005,1443
CC91_,9,CC91_.9,2006,0.1568485024749904,1344
CC91_,9,CC91_.9,2013,0.12691540837673368,840
DD1_,3,DD1_.3,1981,-0.3249060087793471,1413
DD1_,3,DD1_.3,1986,0.1694501904041182,1533
DD1_,3,DD1_.3,1991,-0.30362931985537556,1344
DD1_,3,DD1_.3,1996,-0.2945503983607617,1158
DD1_,3,DD1_.3,2001,-0.7147548137259064,939
DD1_,3,DD1_.3,2006,-0.46615198137223746,1098
DD1_,3,DD1_.3,2013,-0.4069840319463357,1743
DD1_,4,DD1_.4,1981,0.1657900227695424,1866
DD1_,4,DD1_.4,1986,0.12751431670192387,2250
DD1_,4,DD1_.4,1991,-0.029295045637037682,1698
DD1_,4,DD1_.4,1996,-0.5076396958017764,1593
DD1_,4,DD1_.4,2001,-0.7385142001499682,1242
DD1_,4,DD1_.4,2006,-0.6013329826142787,963
DD1_,4,DD1_.4,2013,-0.7540598991912062,1230
DD1_,8,DD1_.8,1981,-1.1809994404484252,4326
DD1_,8,DD1_.8,1986,-0.9744462727601104,4518
DD1_,8,DD1_.8,1991,-1.0011905613652663,2943
DD1_,8,DD1_.8,1996,-1.086743781907427,2013
DD1_,8,DD1_.8,2001,-1.0274664537759797,1314
DD1_,8,DD1_.8,2006,-1.1784750144734215,1368
DD1_,8,DD1_.8,2013,-1.0493793717390356,1755
DD1_,9,DD1_.9,1981,-0.6239656590608441,1668
DD1_,9,DD1_.9,1986,-0.8473727511804878,2145
DD1_,9,DD1_.9,1991,-0.7419258975797808,1242
DD1_,9,DD1_.9,1996,-1.123621677595523,1050
DD1_,9,DD1_.9,2001,-1.0876135158746916,783
DD1_,9,DD1_.9,2006,-1.1104649562306705,1002
DD1_,9,DD1_.9,2013,-1.0004718199126479,1506
EE1_,1,EE1_.1,1981,-0.3248991397392179,963
EE1_,1,EE1_.1,1986,-0.6464681939989774,1959
EE1_,1,EE1_.1,1991,0.18464914852905262,3108
EE1_,1,EE1_.1,1996,-0.4806424965207651,4134
EE1_,1,EE1_.1,2001,-0.07667647230017972,5562
EE1_,1,EE1_.1,2006,-0.13174095844860145,8661
EE1_,1,EE1_.1,2013,-0.49587080303176584,10275
EE1_,2,EE1_.2,1981,0.9676974573520128,1353
EE1_,2,EE1_.2,1986,0.41768287360749923,1167
EE1_,2,EE1_.2,1991,1.5234234921595102,1101
EE1_,2,EE1_.2,1996,-0.7563319555914408,1497
EE1_,2,EE1_.2,2001,0.3164812818247135,2319
EE1_,2,EE1_.2,2006,0.4377840829842675,3519
EE1_,2,EE1_.2,2013,-0.13197043386412213,4275
EE1_,3,EE1_.3,1981,-0.3129417393412051,1686
EE1_,3,EE1_.3,1986,-0.33076151861491365,1290
EE1_,3,EE1_.3,1991,0.6016274944690309,1704
EE1_,3,EE1_.3,1996,-0.7491836068475868,2514
EE1_,3,EE1_.3,2001,-0.6373277167548796,3927
EE1_,3,EE1_.3,2006,-0.7386896021112379,5607
EE1_,3,EE1_.3,2013,-0.8707659371407129,6981
EE1_,4,EE1_.4,1981,-1.2597365951473076,3321
EE1_,4,EE1_.4,1986,-1.1829374521250515,4818
EE1_,4,EE1_.4,1991,-0.6661216632803448,3342
EE1_,4,EE1_.4,1996,-1.1214325445216318,4296
EE1_,4,EE1_.4,2001,-0.8026986473187278,4590
EE1_,4,EE1_.4,2006,-0.985479951295564,5592
EE1_,4,EE1_.4,2013,-0.991889839505459,5262
EE1_,7,EE1_.7,1981,-0.852749970301232,23307
EE1_,7,EE1_.7,1986,-0.5271495986606015,24981
EE1_,7,EE1_.7,1991,-0.46892098692575557,24036
EE1_,7,EE1_.7,1996,-0.8886011100716698,24663
EE1_,7,EE1_.7,2001,-0.7736656346664427,26037
EE1_,7,EE1_.7,2006,-0.9899077334650587,32202
EE1_,7,EE1_.7,2013,-0.9348030785982583,29961
EE1_,8,EE1_.8,1981,-1.4825373744601753,7101
EE1_,8,EE1_.8,1986,-1.0753217115901637,8406
EE1_,8,EE1_.8,1991,-1.1492298717007923,7401
EE1_,8,EE1_.8,1996,-1.1831919625254848,9102
EE1_,8,EE1_.8,2001,-1.1279029782055758,11304
EE1_,8,EE1_.8,2006,-1.1468313493255429,14865
EE1_,8,EE1_.8,2013,-1.1223979653771017,14532
EE1_,9,EE1_.9,1981,-1.0234811486609956,4665
EE1_,9,EE1_.9,1986,-0.6688381939528626,5907
EE1_,9,EE1_.9,1991,-1.1581526496270278,3489
EE1_,9,EE1_.9,1996,-1.2159426708903105,4383
EE1_,9,EE1_.9,2001,-1.1435646541572266,4737
EE1_,9,EE1_.9,2006,-1.178549082267654,7338
EE1_,9,EE1_.9,2013,-0.9564963871803857,9645
EE110,4,EE110.4,1981,-0.8907318520897676,1098
EE110,4,EE110.4,1986,-0.67327950123488145,1464
EE110,4,EE110.4,1991,-0.35522564956059904,993
EE110,4,EE110.4,1996,-0.4352212419268841,1026
EE110,4,EE110.4,2001,-0.21725823509126616,840
EE110,4,EE110.4,2006,-0.6541922970615749,1311
EE110,4,EE110.4,2013,-0.4545185770739637,1299
EE110,7,EE110.7,1981,-1.0332731347267679,13467
EE110,7,EE110.7,1986,-0.572676661310356,15291
EE110,7,EE110.7,1991,-0.10759347700926838,14058
EE110,7,EE110.7,1996,-0.2325033227387536,13710
EE110,7,EE110.7,2001,-0.11608415944841723,11631
EE110,7,EE110.7,2006,-0.7612484725233091,18642
