ua,ind,year,emp
105,CC311,1996,21
105,CC311,2001,18
105,CC311,2006,9
105,CC311,2013,9
105,CC321,1976,3
105,CC321,1981,3
105,CC321,1986,0
105,CC321,1991,0
105,CC321,1996,0
105,CC321,2001,0
105,CC321,2006,0
105,CC321,2013,0
105,CC411,1976,15
105,CC411,1981,15
105,CC411,1986,15
105,CC411,1991,15
105,CC411,1996,18
105,CC411,2001,15
105,CC411,2006,9
105,CC411,2013,9
105,CC5_,1976,3
105,CC5_,1981,18
105,CC5_,1986,120
105,CC5_,1991,72
105,CC5_,1996,96
105,CC5_,2001,60
105,CC5_,2006,45
105,CC5_,2013,42
105,CC611,1976,12
105,CC611,1981,18
105,CC611,1986,6
105,CC611,1991,12
105,CC611,1996,9
105,CC611,2001,3
105,CC611,2006,9
105,CC611,2013,30
105,CC711,1976,3
105,CC711,1981,3
105,CC711,1986,3
105,CC711,1991,0
105,CC711,1996,3
105,CC711,2001,3
105,CC711,2006,9
105,CC711,2013,12
105,CC721,1976,108
105,CC721,1981,54
105,CC721,1986,99
105,CC721,1991,39
105,CC721,1996,87
105,CC721,2001,69
105,CC721,2006,72
105,CC721,2013,63
105,CC811,1976,3
105,CC811,1981,15
105,CC811,1986,15
105,CC811,1991,3
105,CC811,1996,12
105,CC811,2001,36
105,CC811,2006,12
105,CC811,2013,6
105,CC821,1976,30
105,CC821,1981,33
105,CC821,1986,24
105,CC821,1991,12
105,CC821,1996,15
105,CC821,2001,21
105,CC821,2006,27
105,CC821,2013,27
105,CC822,1976,114
105,CC822,1981,135
105,CC822,1986,120
105,CC822,1991,93
105,CC822,1996,126
105,CC822,2001,102
105,CC822,2006,111
105,CC822,2013,99
105,CC91_,1976,15
105,CC91_,1981,18
105,CC91_,1986,27
105,CC91_,1991,21
105,CC91_,1996,24
105,CC91_,2001,24
105,CC91_,2006,15
105,CC91_,2013,15
105,DD1_,1976,87
105,DD1_,1981,99
105,DD1_,1986,108
105,DD1_,1991,63
105,DD1_,1996,45
105,DD1_,2001,33
105,DD1_,2006,18
105,DD1_,2013,204
105,EE1_,1976,159
105,EE1_,1981,195
105,EE1_,1986,183
105,EE1_,1991,165
105,EE1_,1996,210
105,EE1_,2001,192
105,EE1_,2006,222
105,EE1_,2013,306
105,EE110,1976,171
105,EE110,1981,90
105,EE110,1986,96
105,EE110,1991,66
105,EE110,1996,63
105,EE110,2001,75
105,EE110,2006,102
105,EE110,2013,72
105,EE113,1976,60
105,EE113,1981,42
105,EE113,1986,51
105,EE113,1991,24
105,EE113,1996,24
105,EE113,2001,27
105,EE113,2006,42
105,EE113,2013,57
105,FF11_,1976,12
105,FF11_,1981,45
105,FF11_,1986,63
105,FF11_,1991,51
105,FF11_,1996,75
105,FF11_,2001,78
105,FF11_,2006,93
105,FF11_,2013,81
105,FF110,1976,18
105,FF110,1981,18
105,FF110,1986,15
105,FF110,1991,45
105,FF110,1996,15
105,FF110,2001,18
105,FF110,2006,42
105,FF110,2013,39
105,FF111,1976,108
105,FF111,1981,150
105,FF111,1986,120
105,FF111,1991,30
105,FF111,1996,45
105,FF111,2001,42
105,FF111,2006,36
105,FF111,2013,42
105,FF114,1976,33
105,FF114,1981,21
105,FF114,1986,21
105,FF114,1991,15
105,FF114,1996,33
105,FF114,2001,9
105,FF114,2006,18
105,FF114,2013,6
105,GH111,1976,168
105,GH111,1981,114
105,GH111,1986,126
105,GH111,1991,54
105,GH111,1996,81
105,GH111,2001,69
105,GH111,2006,72
105,GH111,2013,81
105,GH112,1976,27
105,GH112,1981,90
105,GH112,1986,60
105,GH112,1991,60
105,GH112,1996,36
105,GH112,2001,48
105,GH112,2006,24
105,GH112,2013,12
105,GH121,1976,96
105,GH121,1981,87
105,GH121,1986,81
105,GH121,1991,129
105,GH121,1996,210
105,GH121,2001,216
105,GH121,2006,201
105,GH121,2013,177
105,GH122,1976,66
105,GH122,1981,54
105,GH122,1986,48
105,GH122,1991,42
105,GH122,1996,33
105,GH122,2001,33
105,GH122,2006,24
105,GH122,2013,18
105,GH130,1976,99
105,GH130,1981,54
105,GH130,1986,60
105,GH130,1991,69
105,GH130,1996,87
105,GH130,2001,75
105,GH130,2006,63
105,GH130,2013,60
105,GH131,1976,114
105,GH131,1981,114
105,GH131,1986,135
105,GH131,1991,90
105,GH131,1996,102
105,GH131,2001,81
105,GH131,2006,81
105,GH131,2013,84
105,GH132,1976,120
105,GH132,1981,93
105,GH132,1986,75
105,GH132,1991,90
105,GH132,1996,78
105,GH132,2001,72
105,GH132,2006,51
105,GH132,2013,42
105,GH133,1976,69
105,GH133,1981,66
105,GH133,1986,36
105,GH133,1991,21
105,GH133,1996,42
105,GH133,2001,42
105,GH133,2006,42
105,GH133,2013,45
105,GH21_,1976,120
105,GH21_,1981,153
105,GH21_,1986,165
105,GH21_,1991,162
105,GH21_,1996,171
105,GH21_,2001,276
105,GH21_,2006,249
105,GH21_,2013,231
105,II111,1976,63
105,II111,1981,66
105,II111,1986,72
105,II111,1991,60
105,II111,1996,57
105,II111,2001,87
105,II111,2006,75
105,II111,2013,72
105,II120,1976,0
105,II120,1981,0
105,II120,1986,0
105,II120,1991,0
105,II120,1996,0
105,II120,2001,6
105,II120,2006,6
105,II120,2013,3
105,II121,1976,60
105,II121,1981,36
105,II121,1986,21
105,II121,1991,12
105,II121,1996,6
105,II121,2001,9
105,II121,2006,3
105,II121,2013,12
105,II123,1976,3
105,II123,1981,0
105,II123,1986,3
105,II123,1991,0
105,II123,1996,0
105,II123,2001,0
105,II123,2006,0
105,II123,2013,0
105,II13_,1976,114
105,II13_,1981,0
105,II13_,1986,9
105,II13_,1991,36
105,II13_,1996,42
105,II13_,2001,42
105,II13_,2006,45
105,II13_,2013,27
105,JJ11_,1976,72
105,JJ11_,1981,54
105,JJ11_,1986,42
105,JJ11_,1991,36
105,JJ11_,1996,36
105,JJ11_,2001,36
105,JJ11_,2006,27
105,JJ11_,2013,24
105,JJ120,1976,0
105,JJ120,1981,111
105,JJ120,1986,102
105,JJ120,1991,36
105,JJ120,1996,12
105,JJ120,2001,6
105,JJ120,2006,3
105,JJ120,2013,3
105,JJ123,1976,3
105,JJ123,1981,3
105,JJ123,1986,6
105,JJ123,1991,6
105,JJ123,1996,3
105,JJ123,2001,6
105,JJ123,2006,9
105,JJ123,2013,9
105,KK1_,1976,48
105,KK1_,1981,36
105,KK1_,1986,36
105,KK1_,1991,27
105,KK1_,1996,24
105,KK1_,2001,27
105,KK1_,2006,15
105,KK1_,2013,12
105,KK110,1976,57
105,KK110,1981,72
105,KK110,1986,63
105,KK110,1991,96
105,KK110,1996,78
105,KK110,2001,54
105,KK110,2006,60
105,KK110,2013,54
105,LL110,1976,0
105,LL110,1981,3
105,LL110,1986,0
105,LL110,1991,12
105,LL110,1996,15
105,LL110,2001,15
105,LL110,2006,24
105,LL110,2013,18
105,LL12_,1976,12
105,LL12_,1981,12
105,LL12_,1986,15
105,LL12_,1991,21
105,LL12_,1996,57
105,LL12_,2001,51
105,LL12_,2006,54
105,LL12_,2013,66
105,MN11_,1976,129
105,MN11_,1981,147
105,MN11_,1986,135
105,MN11_,1991,153
105,MN11_,1996,252
105,MN11_,2001,480
105,MN11_,2006,252
105,MN11_,2013,195
105,MN21_,1976,66
105,MN21_,1981,84
105,MN21_,1986,75
105,MN21_,1991,69
105,MN21_,1996,63
105,MN21_,2001,99
105,MN21_,2006,78
105,MN21_,2013,78
105,OO111,1976,39
105,OO111,1981,60
105,OO111,1986,42
105,OO111,1991,84
105,OO111,1996,78
105,OO111,2001,60
105,OO111,2006,63
105,OO111,2013,81
105,OO21_,1976,3
105,OO21_,1981,6
105,OO21_,1986,12
105,OO21_,1991,18
105,OO21_,1996,36
105,OO21_,2001,36
105,OO21_,2006,57
105,OO21_,2013,63
105,OO211,1976,78
105,OO211,1981,72
105,OO211,1986,81
105,OO211,1991,90
105,OO211,1996,66
105,OO211,2001,54
105,OO211,2006,24
105,OO211,2013,36
105,PP11_,1976,207
105,PP11_,1981,234
105,PP11_,1986,261
105,PP11_,1991,306
105,PP11_,1996,300
105,PP11_,2001,291
105,PP11_,2006,303
105,PP11_,2013,354
105,QQ11_,1976,339
105,QQ11_,1981,369
105,QQ11_,1986,387
105,QQ11_,1991,366
105,QQ11_,1996,348
105,QQ11_,2001,393
105,QQ11_,2006,396
105,QQ11_,2013,420
105,RS11_,1976,69
105,RS11_,1981,69
105,RS11_,1986,75
105,RS11_,1991,66
105,RS11_,1996,51
105,RS11_,2001,42
105,RS11_,2006,48
105,RS11_,2013,54
105,RS210,1976,84
105,RS210,1981,60
105,RS210,1986,72
105,RS210,1991,60
105,RS210,1996,99
105,RS210,2001,78
105,RS210,2006,78
105,RS210,2013,75
105,RS211,1976,87
105,RS211,1981,66
105,RS211,1986,63
105,RS211,1991,57
105,RS211,1996,84
105,RS211,2001,69
105,RS211,2006,96
105,RS211,2013,114
105,RS219,1976,27
105,RS219,1981,39
105,RS219,1986,48
105,RS219,1991,24
105,RS219,1996,24
105,RS219,2001,42
105,RS219,2006,33
105,RS219,2013,39
106,AA111,1976,27
106,AA111,1981,27
106,AA111,1986,36
106,AA111,1991,42
106,AA111,1996,57
106,AA111,2001,39
106,AA111,2006,39
106,AA111,2013,36
106,AA121,1976,123
106,AA121,1981,87
106,AA121,1986,81
106,AA121,1991,129
106,AA121,1996,126
106,AA121,2001,99
106,AA121,2006,126
106,AA121,2013,102
106,AA131,1976,24
106,AA131,1981,24
106,AA131,1986,21
106,AA131,1991,21
106,AA131,1996,57
106,AA131,2001,57
106,AA131,2006,45
106,AA131,2013,66
106,AA141,1976,15
106,AA141,1981,12
106,AA141,1986,15
106,AA141,1991,21
106,AA141,1996,27
106,AA141,2001,24
106,AA141,2006,27
106,AA141,2013,24
106,AA211,1976,12
106,AA211,1981,6
106,AA211,1986,12
106,AA211,1991,6
106,AA211,1996,15
106,AA211,2001,18
106,AA211,2006,15
106,AA211,2013,15
106,AA310,1976,0
106,AA310,1981,3
106,AA310,1986,3
106,AA310,1991,6
106,AA310,1996,3
106,AA310,2001,3
106,AA310,2006,0
106,AA310,2013,0
106,AA320,1976,111
106,AA320,1981,114
106,AA320,1986,105
106,AA320,1991,57
106,AA320,1996,90
106,AA320,2001,81
106,AA320,2006,78
106,AA320,2013,60
106,BB11_,1976,3
106,BB11_,1981,3
106,BB11_,1986,3
106,BB11_,1991,3
106,BB11_,1996,9
106,BB11_,2001,9
106,BB11_,2006,12
106,BB11_,2013,12
106,CC1_,1976,723
106,CC1_,1981,732
106,CC1_,1986,561
106,CC1_,1991,375
106,CC1_,1996,213
106,CC1_,2001,195
106,CC1_,2006,231
106,CC1_,2013,366
106,CC131,1976,15
106,CC131,1981,6
106,CC131,1986,9
106,CC131,1991,18
106,CC131,1996,33
106,CC131,2001,15
106,CC131,2006,27
106,CC131,2013,24
106,CC141,1976,27
106,CC141,1981,105
106,CC141,1986,129
106,CC141,1991,171
106,CC141,1996,219
106,CC141,2001,174
106,CC141,2006,144
106,CC141,2013,63
106,CC151,1976,3
106,CC151,1981,9
106,CC151,1986,3
106,CC151,1991,6
106,CC151,1996,9
106,CC151,2001,3
106,CC151,2006,0
106,CC151,2013,0
106,CC211,1976,72
106,CC211,1981,81
106,CC211,1986,102
106,CC211,1991,93
106,CC211,1996,81
106,CC211,2001,81
106,CC211,2006,63
106,CC211,2013,15
106,CC212,1976,144
106,CC212,1981,138
106,CC212,1986,126
106,CC212,1991,90
106,CC212,1996,51
106,CC212,2001,42
106,CC212,2006,42
106,CC212,2013,12
106,CC311,1976,48
106,CC311,1981,39
106,CC311,1986,48
106,CC311,1991,57
106,CC311,1996,54
106,CC311,2001,63
106,CC311,2006,75
106,CC311,2013,42
106,CC321,1976,30
106,CC321,1981,39
106,CC321,1986,39
106,CC321,1991,45
106,CC321,1996,39
106,CC321,2001,12
106,CC321,2006,3
106,CC321,2013,3
106,CC411,1976,33
106,CC411,1981,27
106,CC411,1986,36
106,CC411,1991,33
106,CC411,1996,27
106,CC411,2001,42
106,CC411,2006,27
106,CC411,2013,24
106,CC5_,1976,69
106,CC5_,1981,117
106,CC5_,1986,114
106,CC5_,1991,102
106,CC5_,1996,114
106,CC5_,2001,96
106,CC5_,2006,57
106,CC5_,2013,57
106,CC611,1976,18
106,CC611,1981,18
106,CC611,1986,15
106,CC611,1991,18
106,CC611,1996,18
106,CC611,2001,15
106,CC611,2006,18
106,CC611,2013,27
106,CC711,1976,3
106,CC711,1981,3
106,CC711,1986,0
106,CC711,1991,9
106,CC711,1996,9
106,CC711,2001,6
106,CC711,2006,9
106,CC711,2013,3
106,CC721,1976,42
106,CC721,1981,51
106,CC721,1986,63
106,CC721,1991,69
106,CC721,1996,69
106,CC721,2001,72
106,CC721,2006,81
106,CC721,2013,90
106,CC811,1976,60
106,CC811,1981,105
106,CC811,1986,84
106,CC811,1991,60
106,CC811,1996,66
106,CC811,2001,57
106,CC811,2006,72
106,CC811,2013,60
106,CC821,1976,24
106,CC821,1981,27
106,CC821,1986,21
106,CC821,1991,36
106,CC821,1996,42
106,CC821,2001,36
106,CC821,2006,15
106,CC821,2013,3
106,CC822,1976,42
106,CC822,1981,72
106,CC822,1986,87
106,CC822,1991,66
106,CC822,1996,105
106,CC822,2001,75
106,CC822,2006,93
106,CC822,2013,84
106,CC91_,1976,15
106,CC91_,1981,24
106,CC91_,1986,12
106,CC91_,1991,27
106,CC91_,1996,24
106,CC91_,2001,27
106,CC91_,2006,15
106,CC91_,2013,21
106,DD1_,1976,75
106,DD1_,1981,78
106,DD1_,1986,96
106,DD1_,1991,57
106,DD1_,1996,51
106,DD1_,2001,15
106,DD1_,2006,24
106,DD1_,2013,39
106,EE1_,1976,174
106,EE1_,1981,201
106,EE1_,1986,243
106,EE1_,1991,231
106,EE1_,1996,279
106,EE1_,2001,288
106,EE1_,2006,408
106,EE1_,2013,420
106,EE110,1976,228
106,EE110,1981,132
106,EE110,1986,132
106,EE110,1991,117
106,EE110,1996,93
106,EE110,2001,60
106,EE110,2006,114
106,EE110,2013,84
106,EE113,1976,57
106,EE113,1981,21
106,EE113,1986,42
106,EE113,1991,27
106,EE113,1996,33
106,EE113,2001,27
106,EE113,2006,42
106,EE113,2013,24
106,FF11_,1976,18
106,FF11_,1981,33
106,FF11_,1986,78
106,FF11_,1991,57
106,FF11_,1996,102
106,FF11_,2001,102
106,FF11_,2006,102
106,FF11_,2013,147
106,FF110,1976,30
106,FF110,1981,24
106,FF110,1986,33
106,FF110,1991,27
106,FF110,1996,57
106,FF110,2001,66
106,FF110,2006,78
106,FF110,2013,69
106,FF111,1976,135
106,FF111,1981,150
106,FF111,1986,132
106,FF111,1991,87
106,FF111,1996,108
106,FF111,2001,78
106,FF111,2006,72
106,FF111,2013,108
106,FF114,1976,33
106,FF114,1981,18
106,FF114,1986,39
106,FF114,1991,57
106,FF114,1996,63
106,FF114,2001,93
106,FF114,2006,75
106,FF114,2013,90
106,GH111,1976,99
106,GH111,1981,84
106,GH111,1986,114
106,GH111,1991,90
106,GH111,1996,96
106,GH111,2001,87
106,GH111,2006,99
106,GH111,2013,75
106,GH112,1976,18
106,GH112,1981,108
106,GH112,1986,108
106,GH112,1991,87
106,GH112,1996,54
106,GH112,2001,48
106,GH112,2006,36
106,GH112,2013,36
106,GH121,1976,84
106,GH121,1981,93
106,GH121,1986,87
106,GH121,1991,138
106,GH121,1996,219
106,GH121,2001,204
106,GH121,2006,237
106,GH121,2013,207
106,GH122,1976,51
106,GH122,1981,36
106,GH122,1986,48
106,GH122,1991,30
106,GH122,1996,24
106,GH122,2001,21
106,GH122,2006,15
106,GH122,2013,18
106,GH130,1976,93
106,GH130,1981,63
106,GH130,1986,78
106,GH130,1991,84
106,GH130,1996,93
106,GH130,2001,75
106,GH130,2006,108
106,GH130,2013,111
106,GH131,1976,120
106,GH131,1981,132
106,GH131,1986,189
106,GH131,1991,144
106,GH131,1996,150
106,GH131,2001,132
106,GH131,2006,153
106,GH131,2013,153
106,GH132,1976,114
106,GH132,1981,105
106,GH132,1986,111
106,GH132,1991,126
106,GH132,1996,144
106,GH132,2001,135
106,GH132,2006,123
106,GH132,2013,75
106,GH133,1976,69
106,GH133,1981,48
106,GH133,1986,36
106,GH133,1991,21
106,GH133,1996,24
106,GH133,2001,60
106,GH133,2006,60
106,GH133,2013,57
106,GH21_,1976,99
106,GH21_,1981,141
106,GH21_,1986,174
106,GH21_,1991,174
106,GH21_,1996,219
106,GH21_,2001,228
106,GH21_,2006,279
106,GH21_,2013,288
106,II111,1976,93
106,II111,1981,75
106,II111,1986,72
106,II111,1991,81
106,II111,1996,105
106,II111,2001,93
106,II111,2006,132
106,II111,2013,144
106,II120,1976,6
106,II120,1981,0
106,II120,1986,3
106,II120,1991,0
106,II120,1996,0
106,II120,2001,3
106,II120,2006,3
106,II120,2013,6
106,II121,1976,27
106,II121,1981,27
106,II121,1986,27
106,II121,1991,15
106,II121,1996,12
106,II121,2001,12
106,II121,2006,3
106,II121,2013,18
106,II123,1976,15
106,II123,1981,15
106,II123,1986,9
106,II123,1991,6
106,II123,1996,9
106,II123,2001,9
106,II123,2006,0
106,II123,2013,6
106,II13_,1976,114
106,II13_,1981,6
106,II13_,1986,27
106,II13_,1991,108
106,II13_,1996,108
106,II13_,2001,93
106,II13_,2006,102
106,II13_,2013,114
106,JJ11_,1976,27
106,JJ11_,1981,39
106,JJ11_,1986,33
106,JJ11_,1991,39
106,JJ11_,1996,51
106,JJ11_,2001,54
106,JJ11_,2006,42
106,JJ11_,2013,54
106,JJ120,1976,0
106,JJ120,1981,114
106,JJ120,1986,153
106,JJ120,1991,39
106,JJ120,1996,33
106,JJ120,2001,9
106,JJ120,2006,9
106,JJ120,2013,9
106,JJ123,1976,3
106,JJ123,1981,6
106,JJ123,1986,9
106,JJ123,1991,12
106,JJ123,1996,6
106,JJ123,2001,12
106,JJ123,2006,9
106,JJ123,2013,6
106,KK1_,1976,39
106,KK1_,1981,42
106,KK1_,1986,39
106,KK1_,1991,42
106,KK1_,1996,48
106,KK1_,2001,57
106,KK1_,2006,57
106,KK1_,2013,48
106,KK110,1976,75
106,KK110,1981,81
106,KK110,1986,108
106,KK110,1991,99
106,KK110,1996,96
106,KK110,2001,69
106,KK110,2006,63
106,KK110,2013,51
106,LL110,1976,3
106,LL110,1981,12
106,LL110,1986,9
106,LL110,1991,18
106,LL110,1996,39
106,LL110,2001,33
106,LL110,2006,48
106,LL110,2013,39
106,LL12_,1976,21
106,LL12_,1981,21
106,LL12_,1986,36
106,LL12_,1991,78
106,LL12_,1996,99
106,LL12_,2001,90
106,LL12_,2006,105
106,LL12_,2013,90
106,MN11_,1976,108
106,MN11_,1981,138
106,MN11_,1986,144
106,MN11_,1991,189
106,MN11_,1996,225
106,MN11_,2001,234
106,MN11_,2006,318
106,MN11_,2013,291
106,MN21_,1976,39
106,MN21_,1981,51
106,MN21_,1986,75
106,MN21_,1991,93
106,MN21_,1996,135
106,MN21_,2001,168
106,MN21_,2006,159
106,MN21_,2013,165
106,OO111,1976,33
106,OO111,1981,54
106,OO111,1986,48
106,OO111,1991,87
106,OO111,1996,60
106,OO111,2001,63
106,OO111,2006,42
106,OO111,2013,60
106,OO21_,1976,66
106,OO21_,1981,69
106,OO21_,1986,81
106,OO21_,1991,90
106,OO21_,1996,120
106,OO21_,2001,150
106,OO21_,2006,213
106,OO21_,2013,306
106,OO211,1976,102
106,OO211,1981,135
106,OO211,1986,102
106,OO211,1991,126
106,OO211,1996,126
106,OO211,2001,114
106,OO211,2006,66
106,OO211,2013,99
106,PP11_,1976,288
106,PP11_,1981,279
106,PP11_,1986,306
106,PP11_,1991,324
106,PP11_,1996,348
106,PP11_,2001,420
106,PP11_,2006,477
106,PP11_,2013,534
106,QQ11_,1976,171
106,QQ11_,1981,270
106,QQ11_,1986,360
106,QQ11_,1991,399
106,QQ11_,1996,438
106,QQ11_,2001,585
106,QQ11_,2006,684
106,QQ11_,2013,813
106,RS11_,1976,39
106,RS11_,1981,60
106,RS11_,1986,60
106,RS11_,1991,51
106,RS11_,1996,81
106,RS11_,2001,72
106,RS11_,2006,66
106,RS11_,2013,63
106,RS210,1976,78
106,RS210,1981,69
106,RS210,1986,72
106,RS210,1991,90
106,RS210,1996,129
106,RS210,2001,84
106,RS210,2006,93
106,RS210,2013,90
106,RS211,1976,99
106,RS211,1981,36
106,RS211,1986,51
106,RS211,1991,51
106,RS211,1996,114
106,RS211,2001,108
106,RS211,2006,126
106,RS211,2013,114
106,RS219,1976,33
106,RS219,1981,45
106,RS219,1986,54
106,RS219,1991,48
106,RS219,1996,93
106,RS219,2001,48
106,RS219,2006,63
106,RS219,2013,54
107,AA111,1976,195
107,AA111,1981,270
107,AA111,1986,315
107,AA111,1991,288
107,AA111,1996,300
107,AA111,2001,285
107,AA111,2006,252
107,AA111,2013,261
107,AA121,1976,69
107,AA121,1981,78
107,AA121,1986,90
107,AA121,1991,114
107,AA121,1996,156
107,AA121,2001,132
107,AA121,2006,114
107,AA121,2013,57
107,AA131,1976,99
107,AA131,1981,96
107,AA131,1986,90
107,AA131,1991,63
107,AA131,1996,66
107,AA131,2001,78
107,AA131,2006,51
107,AA131,2013,63
107,AA141,1976,75
107,AA141,1981,72
107,AA141,1986,42
107,AA141,1991,60
107,AA141,1996,69
107,AA141,2001,81
107,AA141,2006,72
107,AA141,2013,60
107,AA211,1976,18
107,AA211,1981,24
107,AA211,1986,9
107,AA211,1991,12
107,AA211,1996,21
107,AA211,2001,24
107,AA211,2006,27
107,AA211,2013,21
107,AA310,1976,3
107,AA310,1981,3
107,AA310,1986,3
107,AA310,1991,3
107,AA310,1996,0
107,AA310,2001,3
107,AA310,2006,0
107,AA310,2013,3
107,AA320,1976,42
107,AA320,1981,60
107,AA320,1986,84
107,AA320,1991,57
107,AA320,1996,60
107,AA320,2001,66
107,AA320,2006,69
107,AA320,2013,57
107,BB11_,1976,9
107,BB11_,1981,3
107,BB11_,1986,0
107,BB11_,1991,6
107,BB11_,1996,3
107,BB11_,2001,3
107,BB11_,2006,3
107,BB11_,2013,3
107,CC1_,1976,15
107,CC1_,1981,24
107,CC1_,1986,51
107,CC1_,1991,66
107,CC1_,1996,108
107,CC1_,2001,63
107,CC1_,2006,129
107,CC1_,2013,195
107,CC131,1976,24
107,CC131,1981,18
107,CC131,1986,12
107,CC131,1991,12
107,CC131,1996,3
107,CC131,2001,9
107,CC131,2006,12
107,CC131,2013,6
107,CC141,1976,42
107,CC141,1981,84
107,CC141,1986,90
107,CC141,1991,63
107,CC141,1996,54
107,CC141,2001,84
107,CC141,2006,87
107,CC141,2013,72
107,CC151,1976,3
107,CC151,1981,3
107,CC151,1986,0
107,CC151,1991,0
107,CC151,1996,3
107,CC151,2001,0
107,CC151,2006,6
107,CC151,2013,0
107,CC211,1976,156
107,CC211,1981,261
107,CC211,1986,111
107,CC211,1991,99
107,CC211,1996,177
107,CC211,2001,144
107,CC211,2006,138
107,CC211,2013,99
107,CC212,1976,630
107,CC212,1981,549
107,CC212,1986,573
107,CC212,1991,417
107,CC212,1996,303
107,CC212,2001,213
107,CC212,2006,147
107,CC212,2013,84
107,CC311,1976,78
107,CC311,1981,57
107,CC311,1986,126
107,CC311,1991,84
107,CC311,1996,84
107,CC311,2001,93
107,CC311,2006,81
107,CC311,2013,63
107,CC321,1976,159
107,CC321,1981,141
107,CC321,1986,147
107,CC321,1991,111
107,CC321,1996,105
107,CC321,2001,114
107,CC321,2006,72
107,CC321,2013,51
107,CC411,1976,87
107,CC411,1981,90
107,CC411,1986,84
107,CC411,1991,78
107,CC411,1996,63
107,CC411,2001,39
107,CC411,2006,42
107,CC411,2013,36
107,CC5_,1976,42
107,CC5_,1981,36
107,CC5_,1986,15
107,CC5_,1991,27
107,CC5_,1996,21
107,CC5_,2001,27
107,CC5_,2006,30
107,CC5_,2013,24
107,CC611,1976,42
107,CC611,1981,39
107,CC611,1986,39
107,CC611,1991,42
107,CC611,1996,33
107,CC611,2001,57
107,CC611,2006,36
107,CC611,2013,21
107,CC711,1976,15
107,CC711,1981,12
107,CC711,1986,12
107,CC711,1991,6
107,CC711,1996,0
107,CC711,2001,3
107,CC711,2006,0
107,CC711,2013,0
107,CC721,1976,63
107,CC721,1981,63
107,CC721,1986,78
107,CC721,1991,75
107,CC721,1996,66
107,CC721,2001,63
107,CC721,2006,63
107,CC721,2013,72
107,CC811,1976,111
107,CC811,1981,54
107,CC811,1986,123
107,CC811,1991,18
107,CC811,1996,12
107,CC811,2001,21
107,CC811,2006,27
107,CC811,2013,18
107,CC821,1976,27
107,CC821,1981,24
107,CC821,1986,6
107,CC821,1991,3
107,CC821,1996,12
107,CC821,2001,15
107,CC821,2006,15
107,CC821,2013,9
107,CC822,1976,54
107,CC822,1981,54
107,CC822,1986,123
107,CC822,1991,81
107,CC822,1996,90
107,CC822,2001,63
107,CC822,2006,51
107,CC822,2013,57
107,CC91_,1976,174
107,CC91_,1981,192
107,CC91_,1986,201
107,CC91_,1991,147
107,CC91_,1996,159
107,CC91_,2001,144
107,CC91_,2006,141
107,CC91_,2013,51
107,DD1_,1976,120
107,DD1_,1981,147
107,DD1_,1986,129
107,DD1_,1991,135
107,DD1_,1996,42
107,DD1_,2001,102
107,DD1_,2006,111
107,DD1_,2013,144
107,EE1_,1976,252
107,EE1_,1981,249
107,EE1_,1986,285
107,EE1_,1991,270
107,EE1_,1996,261
107,EE1_,2001,336
107,EE1_,2006,426
107,EE1_,2013,384
107,EE110,1976,276
107,EE110,1981,126
107,EE110,1986,120
107,EE110,1991,126
107,EE110,1996,102
107,EE110,2001,117
107,EE110,2006,180
107,EE110,2013,132
107,EE113,1976,84
107,EE113,1981,51
107,EE113,1986,75
107,EE113,1991,36
107,EE113,1996,15
107,EE113,2001,15
107,EE113,2006,24
107,EE113,2013,18
107,FF11_,1976,12
107,FF11_,1981,27
107,FF11_,1986,36
107,FF11_,1991,48
107,FF11_,1996,54
107,FF11_,2001,75
107,FF11_,2006,54
107,FF11_,2013,69
107,FF110,1976,27
107,FF110,1981,27
107,FF110,1986,72
107,FF110,1991,33
107,FF110,1996,39
107,FF110,2001,57
107,FF110,2006,51
107,FF110,2013,33
107,FF111,1976,96
107,FF111,1981,96
107,FF111,1986,60
107,FF111,1991,42
107,FF111,1996,51
107,FF111,2001,45
107,FF111,2006,81
107,FF111,2013,66
107,FF114,1976,33
107,FF114,1981,42
107,FF114,1986,27
107,FF114,1991,27
107,FF114,1996,48
107,FF114,2001,27
107,FF114,2006,36
107,FF114,2013,48
107,GH111,1976,147
107,GH111,1981,123
107,GH111,1986,177
107,GH111,1991,129
107,GH111,1996,108
107,GH111,2001,81
107,GH111,2006,84
107,GH111,2013,63
107,GH112,1976,39
107,GH112,1981,90
107,GH112,1986,78
107,GH112,1991,99
107,GH112,1996,72
107,GH112,2001,60
107,GH112,2006,45
107,GH112,2013,39
107,GH121,1976,159
107,GH121,1981,168
107,GH121,1986,195
107,GH121,1991,231
107,GH121,1996,279
107,GH121,2001,285
107,GH121,2006,273
107,GH121,2013,267
107,GH122,1976,66
107,GH122,1981,54
107,GH122,1986,66
107,GH122,1991,39
107,GH122,1996,54
107,GH122,2001,42
107,GH122,2006,51
107,GH122,2013,45
107,GH130,1976,126
107,GH130,1981,126
107,GH130,1986,135
107,GH130,1991,135
107,GH130,1996,126
107,GH130,2001,120
107,GH130,2006,108
107,GH130,2013,123
107,GH131,1976,174
107,GH131,1981,174
107,GH131,1986,204
107,GH131,1991,192
107,GH131,1996,132
107,GH131,2001,192
107,GH131,2006,189
107,GH131,2013,174
107,GH132,1976,114
107,GH132,1981,114
107,GH132,1986,135
107,GH132,1991,111
107,GH132,1996,105
107,GH132,2001,81
107,GH132,2006,72
