ua,ind,year,emp
301,II111,1981,114
301,II111,1986,114
301,II111,1991,114
301,II111,1996,114
301,II111,2001,165
301,II111,2006,153
301,II111,2013,135
301,II120,1976,3
301,II120,1981,3
301,II120,1986,3
301,II120,1991,0
301,II120,1996,3
301,II120,2001,0
301,II120,2006,3
301,II120,2013,3
301,II121,1976,60
301,II121,1981,42
301,II121,1986,18
301,II121,1991,3
301,II121,1996,3
301,II121,2001,3
301,II121,2006,3
301,II121,2013,3
301,II123,1976,9
301,II123,1981,0
301,II123,1986,0
301,II123,1991,0
301,II123,1996,0
301,II123,2001,0
301,II123,2006,0
301,II123,2013,0
301,II13_,1976,138
301,II13_,1981,3
301,II13_,1986,3
301,II13_,1991,39
301,II13_,1996,54
301,II13_,2001,27
301,II13_,2006,33
301,II13_,2013,27
301,JJ11_,1976,57
301,JJ11_,1981,78
301,JJ11_,1986,60
301,JJ11_,1991,66
301,JJ11_,1996,72
301,JJ11_,2001,39
301,JJ11_,2006,21
301,JJ11_,2013,21
301,JJ120,1976,0
301,JJ120,1981,141
301,JJ120,1986,144
301,JJ120,1991,24
301,JJ120,1996,3
301,JJ120,2001,3
301,JJ120,2006,0
301,JJ120,2013,0
301,JJ123,1976,9
301,JJ123,1981,9
301,JJ123,1986,12
301,JJ123,1991,12
301,JJ123,1996,6
301,JJ123,2001,9
301,JJ123,2006,6
301,JJ123,2013,3
301,KK1_,1976,42
301,KK1_,1981,48
301,KK1_,1986,51
301,KK1_,1991,39
301,KK1_,1996,42
301,KK1_,2001,27
301,KK1_,2006,27
301,KK1_,2013,24
301,KK110,1976,60
301,KK110,1981,102
301,KK110,1986,108
301,KK110,1991,111
301,KK110,1996,78
301,KK110,2001,54
301,KK110,2006,57
301,KK110,2013,51
301,LL110,1976,0
301,LL110,1981,3
301,LL110,1986,0
301,LL110,1991,3
301,LL110,1996,6
301,LL110,2001,6
301,LL110,2006,12
301,LL110,2013,12
301,LL12_,1976,12
301,LL12_,1981,3
301,LL12_,1986,12
301,LL12_,1991,21
301,LL12_,1996,36
301,LL12_,2001,45
301,LL12_,2006,69
301,LL12_,2013,69
301,MN11_,1976,126
301,MN11_,1981,144
301,MN11_,1986,147
301,MN11_,1991,126
301,MN11_,1996,135
301,MN11_,2001,120
301,MN11_,2006,144
301,MN11_,2013,171
301,MN21_,1976,42
301,MN21_,1981,48
301,MN21_,1986,45
301,MN21_,1991,57
301,MN21_,1996,57
301,MN21_,2001,54
301,MN21_,2006,84
301,MN21_,2013,75
301,OO111,1976,30
301,OO111,1981,48
301,OO111,1986,30
301,OO111,1991,66
301,OO111,1996,42
301,OO111,2001,39
301,OO111,2006,42
301,OO111,2013,51
301,OO21_,1976,0
301,OO21_,1981,3
301,OO21_,1986,3
301,OO21_,1991,6
301,OO21_,1996,30
301,OO21_,2001,27
301,OO21_,2006,48
301,OO21_,2013,51
301,OO211,1976,78
301,OO211,1981,90
301,OO211,1986,69
301,OO211,1991,78
301,OO211,1996,72
301,OO211,2001,48
301,OO211,2006,15
301,OO211,2013,15
301,PP11_,1976,237
301,PP11_,1981,276
301,PP11_,1986,270
301,PP11_,1991,252
301,PP11_,1996,255
301,PP11_,2001,255
301,PP11_,2006,270
301,PP11_,2013,252
301,QQ11_,1976,231
301,QQ11_,1981,261
301,QQ11_,1986,237
301,QQ11_,1991,225
301,QQ11_,1996,231
301,QQ11_,2001,306
301,QQ11_,2006,351
301,QQ11_,2013,381
301,RS11_,1976,57
301,RS11_,1981,63
301,RS11_,1986,54
301,RS11_,1991,57
301,RS11_,1996,36
301,RS11_,2001,42
301,RS11_,2006,42
301,RS11_,2013,36
301,RS210,1976,66
301,RS210,1981,57
301,RS210,1986,69
301,RS210,1991,69
301,RS210,1996,102
301,RS210,2001,69
301,RS210,2006,45
301,RS210,2013,63
301,RS211,1976,99
301,RS211,1981,54
301,RS211,1986,48
301,RS211,1991,42
301,RS211,1996,102
301,RS211,2001,84
301,RS211,2006,114
301,RS211,2013,126
301,RS219,1976,27
301,RS219,1981,27
301,RS219,1986,27
301,RS219,1991,39
301,RS219,1996,45
301,RS219,2001,63
301,RS219,2006,39
301,RS219,2013,45
302,AA111,1976,0
302,AA111,1981,3
302,AA111,1986,3
302,AA111,1991,3
302,AA111,1996,3
302,AA111,2001,6
302,AA111,2006,6
302,AA111,2013,6
302,AA121,1976,15
302,AA121,1981,9
302,AA121,1986,9
302,AA121,1991,9
302,AA121,1996,6
302,AA121,2001,9
302,AA121,2006,6
302,AA121,2013,3
302,AA131,1976,3
302,AA131,1981,3
302,AA131,1986,3
302,AA131,1991,0
302,AA131,1996,0
302,AA131,2001,0
302,AA131,2006,0
302,AA131,2013,3
302,AA141,1976,0
302,AA141,1981,0
302,AA141,1986,3
302,AA141,1991,0
302,AA141,1996,0
302,AA141,2001,0
302,AA141,2006,3
302,AA141,2013,3
302,AA211,1976,0
302,AA211,1981,0
302,AA211,1986,3
302,AA211,1991,0
302,AA211,1996,3
302,AA211,2001,0
302,AA211,2006,3
302,AA211,2013,3
302,AA310,1976,6
302,AA310,1981,18
302,AA310,1986,24
302,AA310,1991,21
302,AA310,1996,18
302,AA310,2001,9
302,AA310,2006,3
302,AA310,2013,0
302,AA320,1976,3
302,AA320,1981,0
302,AA320,1986,9
302,AA320,1991,3
302,AA320,1996,3
302,AA320,2001,3
302,AA320,2006,3
302,AA320,2013,0
302,BB11_,1976,0
302,BB11_,1981,0
302,BB11_,1986,0
302,BB11_,1991,0
302,BB11_,1996,0
302,BB11_,2001,3
302,BB11_,2006,3
302,BB11_,2013,3
302,CC1_,1976,3
302,CC1_,1981,3
302,CC1_,1986,6
302,CC1_,1991,3
302,CC1_,1996,0
302,CC1_,2001,3
302,CC1_,2006,0
302,CC1_,2013,0
302,CC131,1976,0
302,CC131,1981,3
302,CC131,1986,0
302,CC131,1991,3
302,CC131,1996,0
302,CC131,2001,3
302,CC131,2006,3
302,CC131,2013,3
302,CC141,1976,0
302,CC141,1981,0
302,CC141,1986,0
302,CC141,1991,3
302,CC141,1996,3
302,CC141,2001,0
302,CC141,2006,0
302,CC141,2013,0
302,CC151,1976,0
302,CC151,1981,0
302,CC151,1986,0
302,CC151,1991,0
302,CC151,1996,0
302,CC151,2001,0
302,CC151,2006,0
302,CC151,2013,3
302,CC211,1976,0
302,CC211,1981,0
302,CC211,1986,0
302,CC211,1991,0
302,CC211,1996,0
302,CC211,2001,0
302,CC211,2006,0
302,CC211,2013,0
302,CC212,1976,3
302,CC212,1981,0
302,CC212,1986,3
302,CC212,1991,0
302,CC212,1996,0
302,CC212,2001,0
302,CC212,2006,0
302,CC212,2013,0
302,CC311,1976,0
302,CC311,1981,3
302,CC311,1986,3
302,CC311,1991,0
302,CC311,1996,3
302,CC311,2001,6
302,CC311,2006,3
302,CC311,2013,3
302,CC321,1976,0
302,CC321,1981,0
302,CC321,1986,0
302,CC321,1991,0
302,CC321,1996,0
302,CC321,2001,0
302,CC321,2006,0
302,CC321,2013,0
302,CC411,1976,0
302,CC411,1981,0
302,CC411,1986,3
302,CC411,1991,0
302,CC411,1996,3
302,CC411,2001,3
302,CC411,2006,3
302,CC411,2013,3
302,CC5_,1976,0
302,CC5_,1981,3
302,CC5_,1986,12
302,CC5_,1991,0
302,CC5_,1996,3
302,CC5_,2001,3
302,CC5_,2006,0
302,CC5_,2013,6
302,CC611,1976,6
302,CC611,1981,3
302,CC611,1986,9
302,CC611,1991,3
302,CC611,1996,3
302,CC611,2001,3
302,CC611,2006,9
302,CC611,2013,6
302,CC711,1976,0
302,CC711,1981,0
302,CC711,1986,0
302,CC711,1991,0
302,CC711,1996,0
302,CC711,2001,0
302,CC711,2006,0
302,CC711,2013,0
302,CC721,1976,3
302,CC721,1981,0
302,CC721,1986,6
302,CC721,1991,0
302,CC721,1996,6
302,CC721,2001,3
302,CC721,2006,6
302,CC721,2013,3
302,CC811,1976,3
302,CC811,1981,6
302,CC811,1986,12
302,CC811,1991,6
302,CC811,1996,6
302,CC811,2001,9
302,CC811,2006,15
302,CC811,2013,3
302,CC821,1976,0
302,CC821,1981,0
302,CC821,1986,0
302,CC821,1991,3
302,CC821,1996,6
302,CC821,2001,6
302,CC821,2006,3
302,CC821,2013,0
302,CC822,1976,0
302,CC822,1981,3
302,CC822,1986,3
302,CC822,1991,0
302,CC822,1996,6
302,CC822,2001,3
302,CC822,2006,0
302,CC822,2013,3
302,CC91_,1976,6
302,CC91_,1981,0
302,CC91_,1986,9
302,CC91_,1991,3
302,CC91_,1996,6
302,CC91_,2001,9
302,CC91_,2006,6
302,CC91_,2013,9
302,DD1_,1976,3
302,DD1_,1981,0
302,DD1_,1986,3
302,DD1_,1991,3
302,DD1_,1996,0
302,DD1_,2001,3
302,DD1_,2006,9
302,DD1_,2013,3
302,EE1_,1976,9
302,EE1_,1981,12
302,EE1_,1986,42
302,EE1_,1991,21
302,EE1_,1996,36
302,EE1_,2001,39
302,EE1_,2006,42
302,EE1_,2013,45
302,EE110,1976,12
302,EE110,1981,3
302,EE110,1986,18
302,EE110,1991,15
302,EE110,1996,18
302,EE110,2001,12
302,EE110,2006,24
302,EE110,2013,21
302,EE113,1976,3
302,EE113,1981,0
302,EE113,1986,6
302,EE113,1991,0
302,EE113,1996,0
302,EE113,2001,3
302,EE113,2006,0
302,EE113,2013,0
302,FF11_,1976,0
302,FF11_,1981,3
302,FF11_,1986,6
302,FF11_,1991,3
302,FF11_,1996,6
302,FF11_,2001,12
302,FF11_,2006,9
302,FF11_,2013,9
302,FF110,1976,0
302,FF110,1981,0
302,FF110,1986,3
302,FF110,1991,3
302,FF110,1996,3
302,FF110,2001,6
302,FF110,2006,12
302,FF110,2013,3
302,FF111,1976,3
302,FF111,1981,6
302,FF111,1986,3
302,FF111,1991,0
302,FF111,1996,3
302,FF111,2001,9
302,FF111,2006,3
302,FF111,2013,6
302,FF114,1976,6
302,FF114,1981,3
302,FF114,1986,3
302,FF114,1991,3
302,FF114,1996,3
302,FF114,2001,6
302,FF114,2006,0
302,FF114,2013,3
302,GH111,1976,6
302,GH111,1981,3
302,GH111,1986,6
302,GH111,1991,9
302,GH111,1996,3
302,GH111,2001,3
302,GH111,2006,3
302,GH111,2013,3
302,GH112,1976,3
302,GH112,1981,6
302,GH112,1986,9
302,GH112,1991,15
302,GH112,1996,9
302,GH112,2001,3
302,GH112,2006,3
302,GH112,2013,0
302,GH121,1976,3
302,GH121,1981,6
302,GH121,1986,3
302,GH121,1991,12
302,GH121,1996,15
302,GH121,2001,9
302,GH121,2006,12
302,GH121,2013,9
302,GH122,1976,0
302,GH122,1981,0
302,GH122,1986,3
302,GH122,1991,3
302,GH122,1996,0
302,GH122,2001,0
302,GH122,2006,3
302,GH122,2013,3
302,GH130,1976,6
302,GH130,1981,6
302,GH130,1986,9
302,GH130,1991,12
302,GH130,1996,9
302,GH130,2001,12
302,GH130,2006,15
302,GH130,2013,15
302,GH131,1976,3
302,GH131,1981,3
302,GH131,1986,9
302,GH131,1991,9
302,GH131,1996,9
302,GH131,2001,12
302,GH131,2006,18
302,GH131,2013,12
302,GH132,1976,6
302,GH132,1981,3
302,GH132,1986,12
302,GH132,1991,9
302,GH132,1996,12
302,GH132,2001,12
302,GH132,2006,9
302,GH132,2013,12
302,GH133,1976,0
302,GH133,1981,0
302,GH133,1986,0
302,GH133,1991,3
302,GH133,1996,3
302,GH133,2001,0
302,GH133,2006,3
302,GH133,2013,0
302,GH21_,1976,33
302,GH21_,1981,33
302,GH21_,1986,57
302,GH21_,1991,39
302,GH21_,1996,42
302,GH21_,2001,36
302,GH21_,2006,39
302,GH21_,2013,72
302,II111,1976,3
302,II111,1981,3
302,II111,1986,3
302,II111,1991,3
302,II111,1996,12
302,II111,2001,9
302,II111,2006,3
302,II111,2013,3
302,II120,1976,9
302,II120,1981,9
302,II120,1986,3
302,II120,1991,0
302,II120,1996,0
302,II120,2001,0
302,II120,2006,3
302,II120,2013,9
302,II121,1976,0
302,II121,1981,0
302,II121,1986,0
302,II121,1991,0
302,II121,1996,0
302,II121,2001,0
302,II121,2006,0
302,II121,2013,0
302,II123,1976,0
302,II123,1981,0
302,II123,1986,0
302,II123,1991,0
302,II123,1996,0
302,II123,2001,0
302,II123,2006,0
302,II123,2013,0
302,II13_,1976,6
302,II13_,1981,3
302,II13_,1986,6
302,II13_,1991,9
302,II13_,1996,12
302,II13_,2001,12
302,II13_,2006,9
302,II13_,2013,12
302,JJ11_,1976,0
302,JJ11_,1981,3
302,JJ11_,1986,9
302,JJ11_,1991,6
302,JJ11_,1996,3
302,JJ11_,2001,3
302,JJ11_,2006,3
302,JJ11_,2013,3
302,JJ120,1976,0
302,JJ120,1981,6
302,JJ120,1986,12
302,JJ120,1991,9
302,JJ120,1996,9
302,JJ120,2001,3
302,JJ120,2006,0
302,JJ120,2013,3
302,JJ123,1976,0
302,JJ123,1981,0
302,JJ123,1986,0
302,JJ123,1991,0
302,JJ123,1996,3
302,JJ123,2001,0
302,JJ123,2006,0
302,JJ123,2013,0
302,KK1_,1976,3
302,KK1_,1981,0
302,KK1_,1986,3
302,KK1_,1991,9
302,KK1_,1996,6
302,KK1_,2001,9
302,KK1_,2006,15
302,KK1_,2013,15
302,KK110,1976,0
302,KK110,1981,0
302,KK110,1986,3
302,KK110,1991,3
302,KK110,1996,6
302,KK110,2001,6
302,KK110,2006,9
302,KK110,2013,12
302,LL110,1976,0
302,LL110,1981,3
302,LL110,1986,3
302,LL110,1991,0
302,LL110,1996,6
302,LL110,2001,0
302,LL110,2006,3
302,LL110,2013,3
302,LL12_,1976,0
302,LL12_,1981,6
302,LL12_,1986,3
302,LL12_,1991,6
302,LL12_,1996,15
302,LL12_,2001,9
302,LL12_,2006,27
302,LL12_,2013,18
302,MN11_,1976,0
302,MN11_,1981,9
302,MN11_,1986,12
302,MN11_,1991,24
302,MN11_,1996,21
302,MN11_,2001,24
302,MN11_,2006,63
302,MN11_,2013,45
302,MN21_,1976,0
302,MN21_,1981,3
302,MN21_,1986,3
302,MN21_,1991,12
302,MN21_,1996,6
302,MN21_,2001,15
302,MN21_,2006,18
302,MN21_,2013,21
302,OO111,1976,3
302,OO111,1981,3
302,OO111,1986,3
302,OO111,1991,9
302,OO111,1996,6
302,OO111,2001,6
302,OO111,2006,9
302,OO111,2013,12
302,OO21_,1976,0
302,OO21_,1981,0
302,OO21_,1986,0
302,OO21_,1991,0
302,OO21_,1996,9
302,OO21_,2001,6
302,OO21_,2006,12
302,OO21_,2013,3
302,OO211,1976,12
302,OO211,1981,6
302,OO211,1986,9
302,OO211,1991,15
302,OO211,1996,15
302,OO211,2001,6
302,OO211,2006,12
302,OO211,2013,6
302,PP11_,1976,18
302,PP11_,1981,24
302,PP11_,1986,33
302,PP11_,1991,36
302,PP11_,1996,39
302,PP11_,2001,42
302,PP11_,2006,48
302,PP11_,2013,78
302,QQ11_,1976,9
302,QQ11_,1981,12
302,QQ11_,1986,24
302,QQ11_,1991,36
302,QQ11_,1996,42
302,QQ11_,2001,60
302,QQ11_,2006,81
302,QQ11_,2013,114
302,RS11_,1976,0
302,RS11_,1981,3
302,RS11_,1986,12
302,RS11_,1991,15
302,RS11_,1996,18
302,RS11_,2001,21
302,RS11_,2006,36
302,RS11_,2013,27
302,RS210,1976,0
302,RS210,1981,3
302,RS210,1986,6
302,RS210,1991,3
302,RS210,1996,12
302,RS210,2001,9
302,RS210,2006,12
302,RS210,2013,12
302,RS211,1976,6
302,RS211,1981,3
302,RS211,1986,0
302,RS211,1991,0
302,RS211,1996,12
302,RS211,2001,9
302,RS211,2006,12
302,RS211,2013,15
302,RS219,1976,0
302,RS219,1981,0
302,RS219,1986,0
302,RS219,1991,3
302,RS219,1996,3
302,RS219,2001,6
302,RS219,2006,3
302,RS219,2013,6
303,AA111,1976,0
303,AA111,1981,3
303,AA111,1986,3
303,AA111,1991,3
303,AA111,1996,6
303,AA111,2001,12
303,AA111,2006,0
303,AA111,2013,3
303,AA121,1976,6
303,AA121,1981,9
303,AA121,1986,9
303,AA121,1991,12
303,AA121,1996,12
303,AA121,2001,6
303,AA121,2006,9
303,AA121,2013,12
303,AA131,1976,6
303,AA131,1981,3
303,AA131,1986,9
303,AA131,1991,3
303,AA131,1996,9
303,AA131,2001,6
303,AA131,2006,9
303,AA131,2013,3
303,AA141,1976,0
303,AA141,1981,0
303,AA141,1986,0
303,AA141,1991,0
303,AA141,1996,0
303,AA141,2001,0
303,AA141,2006,0
303,AA141,2013,0
303,AA211,1976,0
303,AA211,1981,6
303,AA211,1986,3
303,AA211,1991,0
303,AA211,1996,3
303,AA211,2001,0
303,AA211,2006,3
303,AA211,2013,3
303,AA310,1976,0
303,AA310,1981,0
303,AA310,1986,0
303,AA310,1991,0
303,AA310,1996,0
303,AA310,2001,0
303,AA310,2006,0
303,AA310,2013,0
303,AA320,1976,0
303,AA320,1981,12
303,AA320,1986,6
303,AA320,1991,3
303,AA320,1996,0
303,AA320,2001,0
303,AA320,2006,6
303,AA320,2013,0
303,BB11_,1976,0
303,BB11_,1981,0
303,BB11_,1986,0
303,BB11_,1991,0
303,BB11_,1996,0
303,BB11_,2001,0
303,BB11_,2006,0
303,BB11_,2013,3
303,CC1_,1976,0
303,CC1_,1981,0
303,CC1_,1986,0
303,CC1_,1991,3
303,CC1_,1996,0
303,CC1_,2001,0
303,CC1_,2006,0
303,CC1_,2013,0
303,CC131,1976,0
303,CC131,1981,3
303,CC131,1986,0
303,CC131,1991,9
303,CC131,1996,3
303,CC131,2001,3
303,CC131,2006,0
303,CC131,2013,0
303,CC141,1976,0
303,CC141,1981,0
303,CC141,1986,0
303,CC141,1991,0
303,CC141,1996,3
303,CC141,2001,9
303,CC141,2006,12
303,CC141,2013,9
303,CC151,1976,0
303,CC151,1981,0
303,CC151,1986,0
303,CC151,1991,0
303,CC151,1996,0
303,CC151,2001,0
303,CC151,2006,0
303,CC151,2013,0
303,CC211,1976,0
303,CC211,1981,0
303,CC211,1986,0
303,CC211,1991,0
303,CC211,1996,0
303,CC211,2001,0
303,CC211,2006,3
303,CC211,2013,0
303,CC212,1976,0
303,CC212,1981,0
303,CC212,1986,0
303,CC212,1991,0
303,CC212,1996,0
303,CC212,2001,3
303,CC212,2006,0
303,CC212,2013,3
303,CC311,1976,0
303,CC311,1981,0
303,CC311,1986,6
303,CC311,1991,6
303,CC311,1996,0
303,CC311,2001,3
303,CC311,2006,0
303,CC311,2013,6
303,CC321,1976,0
303,CC321,1981,0
303,CC321,1986,0
303,CC321,1991,0
303,CC321,1996,0
303,CC321,2001,0
303,CC321,2006,0
303,CC321,2013,0
303,CC411,1976,0
303,CC411,1981,0
303,CC411,1986,0
303,CC411,1991,0
303,CC411,1996,0
303,CC411,2001,0
303,CC411,2006,0
303,CC411,2013,3
303,CC5_,1976,0
303,CC5_,1981,0
303,CC5_,1986,6
303,CC5_,1991,0
303,CC5_,1996,0
303,CC5_,2001,3
303,CC5_,2006,3
303,CC5_,2013,3
303,CC611,1976,0
303,CC611,1981,0
303,CC611,1986,0
303,CC611,1991,0
303,CC611,1996,0
303,CC611,2001,3
303,CC611,2006,3
303,CC611,2013,3
303,CC711,1976,0
303,CC711,1981,0
303,CC711,1986,0
303,CC711,1991,0
303,CC711,1996,0
303,CC711,2001,0
303,CC711,2006,0
303,CC711,2013,3
303,CC721,1976,0
303,CC721,1981,0
303,CC721,1986,0
303,CC721,1991,0
303,CC721,1996,3
303,CC721,2001,9
303,CC721,2006,9
303,CC721,2013,3
303,CC811,1976,0
303,CC811,1981,0
303,CC811,1986,3
303,CC811,1991,0
303,CC811,1996,0
303,CC811,2001,3
303,CC811,2006,3
303,CC811,2013,0
303,CC821,1976,0
303,CC821,1981,0
303,CC821,1986,0
303,CC821,1991,0
303,CC821,1996,0
303,CC821,2001,0
303,CC821,2006,0
303,CC821,2013,3
303,CC822,1976,0
303,CC822,1981,3
303,CC822,1986,0
303,CC822,1991,0
303,CC822,1996,0
303,CC822,2001,3
303,CC822,2006,6
303,CC822,2013,3
303,CC91_,1976,0
303,CC91_,1981,0
303,CC91_,1986,0
303,CC91_,1991,0
303,CC91_,1996,3
303,CC91_,2001,3
303,CC91_,2006,3
303,CC91_,2013,3
303,DD1_,1976,0
303,DD1_,1981,0
303,DD1_,1986,0
303,DD1_,1991,0
303,DD1_,1996,0
303,DD1_,2001,0
303,DD1_,2006,0
303,DD1_,2013,0
303,EE1_,1976,0
303,EE1_,1981,0
303,EE1_,1986,15
303,EE1_,1991,9
303,EE1_,1996,15
303,EE1_,2001,18
303,EE1_,2006,24
303,EE1_,2013,21
303,EE110,1976,3
303,EE110,1981,3
303,EE110,1986,9
303,EE110,1991,12
303,EE110,1996,15
303,EE110,2001,15
303,EE110,2006,33
303,EE110,2013,30
303,EE113,1976,0
303,EE113,1981,0
303,EE113,1986,0
303,EE113,1991,0
303,EE113,1996,0
303,EE113,2001,0
303,EE113,2006,0
303,EE113,2013,3
303,FF11_,1976,0
303,FF11_,1981,0
303,FF11_,1986,0
303,FF11_,1991,0
303,FF11_,1996,3
303,FF11_,2001,3
303,FF11_,2006,6
303,FF11_,2013,6
303,FF110,1976,0
303,FF110,1981,0
303,FF110,1986,0
303,FF110,1991,3
303,FF110,1996,0
303,FF110,2001,0
303,FF110,2006,3
303,FF110,2013,9
303,FF111,1976,0
303,FF111,1981,0
303,FF111,1986,0
303,FF111,1991,3
303,FF111,1996,6
303,FF111,2001,3
303,FF111,2006,0
303,FF111,2013,9
303,FF114,1976,0
303,FF114,1981,0
303,FF114,1986,0
303,FF114,1991,0
303,FF114,1996,0
303,FF114,2001,0
303,FF114,2006,0
303,FF114,2013,0
303,GH111,1976,0
303,GH111,1981,0
303,GH111,1986,3
303,GH111,1991,0
303,GH111,1996,0
303,GH111,2001,0
303,GH111,2006,3
303,GH111,2013,6
303,GH112,1976,0
303,GH112,1981,6
303,GH112,1986,3
303,GH112,1991,6
303,GH112,1996,0
303,GH112,2001,0
303,GH112,2006,3
303,GH112,2013,3
303,GH121,1976,3
303,GH121,1981,3
303,GH121,1986,3
303,GH121,1991,0
303,GH121,1996,6
303,GH121,2001,6
303,GH121,2006,9
303,GH121,2013,12
303,GH122,1976,0
303,GH122,1981,0
303,GH122,1986,0
303,GH122,1991,3
303,GH122,1996,6
303,GH122,2001,3
303,GH122,2006,0
303,GH122,2013,6
303,GH130,1976,0
303,GH130,1981,0
303,GH130,1986,3
303,GH130,1991,3
303,GH130,1996,3
303,GH130,2001,6
303,GH130,2006,9
303,GH130,2013,9
303,GH131,1976,0
303,GH131,1981,0
303,GH131,1986,3
303,GH131,1991,3
303,GH131,1996,9
303,GH131,2001,6
303,GH131,2006,6
303,GH131,2013,6
303,GH132,1976,0
303,GH132,1981,0
303,GH132,1986,0
303,GH132,1991,0
303,GH132,1996,3
303,GH132,2001,12
303,GH132,2006,9
303,GH132,2013,12
303,GH133,1976,0
303,GH133,1981,0
303,GH133,1986,0
303,GH133,1991,0
303,GH133,1996,0
303,GH133,2001,0
303,GH133,2006,0
303,GH133,2013,0
303,GH21_,1976,0
303,GH21_,1981,3
303,GH21_,1986,12
303,GH21_,1991,15
303,GH21_,1996,15
303,GH21_,2001,24
303,GH21_,2006,51
303,GH21_,2013,36
303,II111,1976,3
303,II111,1981,0
303,II111,1986,0
303,II111,1991,0
303,II111,1996,3
303,II111,2001,3
303,II111,2006,6
303,II111,2013,6
303,II120,1976,0
303,II120,1981,0
303,II120,1986,0
303,II120,1991,0
303,II120,1996,0
303,II120,2001,3
303,II120,2006,0
303,II120,2013,3
303,II121,1976,3
303,II121,1981,0
303,II121,1986,0
303,II121,1991,0
303,II121,1996,0
303,II121,2001,0
303,II121,2006,0
303,II121,2013,0
303,II123,1976,0
303,II123,1981,0
303,II123,1986,0
303,II123,1991,0
303,II123,1996,0
303,II123,2001,0
303,II123,2006,3
303,II123,2013,3
303,II13_,1976,3
303,II13_,1981,0
303,II13_,1986,0
303,II13_,1991,0
303,II13_,1996,3
303,II13_,2001,3
303,II13_,2006,0
303,II13_,2013,3
303,JJ11_,1976,0
303,JJ11_,1981,0
303,JJ11_,1986,0
303,JJ11_,1991,0
303,JJ11_,1996,0
303,JJ11_,2001,0
303,JJ11_,2006,0
303,JJ11_,2013,3
303,JJ120,1976,0
303,JJ120,1981,3
303,JJ120,1986,3
303,JJ120,1991,0
303,JJ120,1996,0
303,JJ120,2001,0
303,JJ120,2006,0
303,JJ120,2013,0
303,JJ123,1976,0
303,JJ123,1981,0
303,JJ123,1986,0
303,JJ123,1991,0
303,JJ123,1996,0
303,JJ123,2001,0
303,JJ123,2006,0
303,JJ123,2013,0
303,KK1_,1976,0
303,KK1_,1981,0
303,KK1_,1986,0
303,KK1_,1991,0
303,KK1_,1996,0
303,KK1_,2001,0
303,KK1_,2006,0
303,KK1_,2013,3
303,KK110,1976,0
303,KK110,1981,0
303,KK110,1986,0
303,KK110,1991,0
303,KK110,1996,3
303,KK110,2001,3
303,KK110,2006,0
303,KK110,2013,0
303,LL110,1976,0
303,LL110,1981,0
303,LL110,1986,0
303,LL110,1991,0
303,LL110,1996,0
303,LL110,2001,0
303,LL110,2006,3
303,LL110,2013,3
303,LL12_,1976,0
303,LL12_,1981,0
303,LL12_,1986,0
303,LL12_,1991,3
303,LL12_,1996,9
303,LL12_,2001,12
303,LL12_,2006,27
303,LL12_,2013,15
303,MN11_,1976,0
303,MN11_,1981,0
303,MN11_,1986,3
303,MN11_,1991,3
303,MN11_,1996,9
303,MN11_,2001,18
303,MN11_,2006,24
303,MN11_,2013,36
303,MN21_,1976,0
303,MN21_,1981,0
303,MN21_,1986,0
303,MN21_,1991,3
303,MN21_,1996,3
303,MN21_,2001,3
303,MN21_,2006,12
303,MN21_,2013,18
303,OO111,1976,0
303,OO111,1981,0
303,OO111,1986,0
303,OO111,1991,3
303,OO111,1996,0
303,OO111,2001,0
303,OO111,2006,3
303,OO111,2013,3
303,OO21_,1976,0
303,OO21_,1981,0
303,OO21_,1986,0
303,OO21_,1991,0
303,OO21_,1996,3
303,OO21_,2001,0
303,OO21_,2006,3
303,OO21_,2013,3
303,OO211,1976,0
303,OO211,1981,3
303,OO211,1986,0
303,OO211,1991,0
303,OO211,1996,0
303,OO211,2001,3
303,OO211,2006,0
303,OO211,2013,0
303,PP11_,1976,3
303,PP11_,1981,3
303,PP11_,1986,15
303,PP11_,1991,12
303,PP11_,1996,15
303,PP11_,2001,18
303,PP11_,2006,18
303,PP11_,2013,33
303,QQ11_,1976,0
303,QQ11_,1981,0
303,QQ11_,1986,3
303,QQ11_,1991,6
303,QQ11_,1996,9
303,QQ11_,2001,9
303,QQ11_,2006,15
303,QQ11_,2013,30
303,RS11_,1976,0
303,RS11_,1981,0
303,RS11_,1986,3
303,RS11_,1991,3
303,RS11_,1996,6
303,RS11_,2001,6
303,RS11_,2006,9
303,RS11_,2013,15
303,RS210,1976,0
303,RS210,1981,3
303,RS210,1986,0
303,RS210,1991,3
303,RS210,1996,3
303,RS210,2001,0
303,RS210,2006,3
303,RS210,2013,9
303,RS211,1976,3
303,RS211,1981,0
303,RS211,1986,3
303,RS211,1991,0
303,RS211,1996,3
303,RS211,2001,3
303,RS211,2006,9
303,RS211,2013,9
303,RS219,1976,0
303,RS219,1981,6
303,RS219,1986,0
303,RS219,1991,0
303,RS219,1996,0
303,RS219,2001,0
303,RS219,2006,3
303,RS219,2013,3
304,AA111,1976,45
304,AA111,1981,51
304,AA111,1986,42
304,AA111,1991,36
304,AA111,1996,21
304,AA111,2001,15
304,AA111,2006,15
304,AA111,2013,12
304,AA121,1976,9
304,AA121,1981,3
304,AA121,1986,15
304,AA121,1991,12
304,AA121,1996,6
304,AA121,2001,9
304,AA121,2006,12
304,AA121,2013,6
304,AA131,1976,0
